FRR	FAR	%Aciertos
0.0	1.0	0.0
0.0	0.9997598	1.0
0.0	0.9997598	2.0
0.0	0.9997598	3.0
0.0	0.9997598	4.0
0.0	0.9989657	5.0
0.0	0.9989657	6.0
0.0	0.9989657	7.0
0.0	0.9989657	8.0
0.0	0.9989657	9.0
0.0	0.99739707	10.0
0.0	0.99739707	11.0
0.0	0.99739707	12.0
0.0	0.99739707	13.0
0.0	0.99739707	14.0
0.0	0.99483335	15.0
0.0	0.99483335	16.0
0.0	0.99483335	17.0
0.0	0.99483335	18.0
0.0	0.99483335	19.0
0.0	0.9909902	20.0
0.0	0.9909902	21.0
0.0	0.9909902	22.0
0.0	0.9909902	23.0
0.0	0.9853137	24.0
0.0	0.9853137	25.0
0.0	0.9853137	26.0
0.0	0.9853137	27.0
0.0	0.9853137	28.0
0.0	0.975848	29.0
0.0	0.975848	30.0
0.0	0.975848	31.0
0.0	0.975848	32.0
0.0	0.975848	33.0
0.0	0.95815194	34.0
0.0	0.95815194	35.0
0.0	0.95815194	36.0
0.0	0.95815194	37.0
0.0	0.95815194	38.0
0.0	0.9364461	39.0
0.0	0.9364461	40.0
0.0	0.9364461	41.0
0.0	0.9364461	42.0
2.4509805E-4	0.9090539	43.0
2.4509805E-4	0.9090539	44.0
2.4509805E-4	0.9090539	45.0
2.4509805E-4	0.9090539	46.0
2.4509805E-4	0.9090539	47.0
2.4509805E-4	0.8727941	48.0
2.4509805E-4	0.8727941	49.0
2.4509805E-4	0.8727941	50.0
2.4509805E-4	0.8727941	51.0
2.4509805E-4	0.8727941	52.0
2.4509805E-4	0.8264706	53.0
2.4509805E-4	0.8264706	54.0
2.4509805E-4	0.8264706	55.0
2.4509805E-4	0.8264706	56.0
2.4509805E-4	0.8264706	57.0
7.3529413E-4	0.77117646	58.0
7.3529413E-4	0.77117646	59.0
7.3529413E-4	0.77117646	60.0
7.3529413E-4	0.77117646	61.0
0.0022058825	0.70610785	62.0
0.0022058825	0.70610785	63.0
0.0022058825	0.70610785	64.0
0.0022058825	0.70610785	65.0
0.0022058825	0.70610785	66.0
0.004166667	0.63158333	67.0
0.004166667	0.63158333	68.0
0.004166667	0.63158333	69.0
0.004166667	0.63158333	70.0
0.004166667	0.63158333	71.0
0.008088236	0.5434412	72.0
0.008088236	0.5434412	73.0
0.008088236	0.5434412	74.0
0.008088236	0.5434412	75.0
0.008088236	0.5434412	76.0
0.018382354	0.43911275	77.0
0.018382354	0.43911275	78.0
0.018382354	0.43911275	79.0
0.018382354	0.43911275	80.0
0.043627452	0.3239853	81.0
0.043627452	0.3239853	82.0
0.043627452	0.3239853	83.0
0.043627452	0.3239853	84.0
0.043627452	0.3239853	85.0
0.09264706	0.20797549	86.0
0.09264706	0.20797549	87.0
0.09264706	0.20797549	88.0
0.09264706	0.20797549	89.0
0.09264706	0.20797549	90.0
0.21985294	0.106215686	91.0
0.21985294	0.106215686	92.0
0.21985294	0.106215686	93.0
0.21985294	0.106215686	94.0
0.21985294	0.106215686	95.0
0.5019608	0.033588234	96.0
0.5019608	0.033588234	97.0
0.5019608	0.033588234	98.0
0.5019608	0.033588234	99.0
0.5019608	0.033588234	100.0
