FRR	FAR	%Aciertos
0.0	1.0	0.0
0.0	0.9999853	1.0
0.0	0.9999853	2.0
0.0	0.99988234	3.0
0.0	0.99988234	4.0
0.0	0.9997108	5.0
0.0	0.9997108	6.0
0.0	0.9997108	7.0
0.0	0.9993824	8.0
0.0	0.9993824	9.0
0.0	0.99881375	10.0
0.0	0.99881375	11.0
0.0	0.99881375	12.0
0.0	0.998049	13.0
0.0	0.998049	14.0
0.0	0.99664706	15.0
0.0	0.99664706	16.0
0.0	0.99664706	17.0
0.0	0.9950245	18.0
0.0	0.9950245	19.0
0.0	0.99289215	20.0
0.0	0.99289215	21.0
0.0	0.99034315	22.0
0.0	0.99034315	23.0
0.0	0.99034315	24.0
0.0	0.987348	25.0
0.0	0.987348	26.0
0.0	0.9839902	27.0
0.0	0.9839902	28.0
0.0	0.9839902	29.0
0.0	0.9802206	30.0
0.0	0.9802206	31.0
0.0	0.97639704	32.0
0.0	0.97639704	33.0
0.0	0.97639704	34.0
0.0	0.97192645	35.0
0.0	0.97192645	36.0
2.4509805E-4	0.9672745	37.0
2.4509805E-4	0.9672745	38.0
2.4509805E-4	0.9672745	39.0
2.4509805E-4	0.9618921	40.0
2.4509805E-4	0.9618921	41.0
2.4509805E-4	0.9561716	42.0
2.4509805E-4	0.9561716	43.0
4.901961E-4	0.9498823	44.0
4.901961E-4	0.9498823	45.0
4.901961E-4	0.9498823	46.0
4.901961E-4	0.9428775	47.0
4.901961E-4	0.9428775	48.0
7.3529413E-4	0.934299	49.0
7.3529413E-4	0.934299	50.0
7.3529413E-4	0.934299	51.0
9.803922E-4	0.9240931	52.0
9.803922E-4	0.9240931	53.0
0.0017156863	0.91063726	54.0
0.0017156863	0.91063726	55.0
0.0017156863	0.91063726	56.0
0.0017156863	0.8951225	57.0
0.0017156863	0.8951225	58.0
0.0022058825	0.87712747	59.0
0.0022058825	0.87712747	60.0
0.0026960785	0.8567451	61.0
0.0026960785	0.8567451	62.0
0.0026960785	0.8567451	63.0
0.0034313726	0.8329559	64.0
0.0034313726	0.8329559	65.0
0.004411765	0.80408823	66.0
0.004411765	0.80408823	67.0
0.004411765	0.80408823	68.0
0.007352941	0.7698088	69.0
0.007352941	0.7698088	70.0
0.010784314	0.73092157	71.0
0.010784314	0.73092157	72.0
0.010784314	0.73092157	73.0
0.013970588	0.6867108	74.0
0.013970588	0.6867108	75.0
0.020343138	0.63691664	76.0
0.020343138	0.63691664	77.0
0.020343138	0.63691664	78.0
0.028431373	0.58135784	79.0
0.028431373	0.58135784	80.0
0.037254903	0.5218725	81.0
0.037254903	0.5218725	82.0
0.054166667	0.45655394	83.0
0.054166667	0.45655394	84.0
0.054166667	0.45655394	85.0
0.08357843	0.38440195	86.0
0.08357843	0.38440195	87.0
0.105882354	0.30730882	88.0
0.105882354	0.30730882	89.0
0.105882354	0.30730882	90.0
0.1627451	0.2270049	91.0
0.1627451	0.2270049	92.0
0.27769607	0.15013236	93.0
0.27769607	0.15013236	94.0
0.27769607	0.15013236	95.0
0.3375	0.084730394	96.0
0.3375	0.084730394	97.0
0.50980395	0.030892156	98.0
0.50980395	0.030892156	99.0
0.50980395	0.030892156	100.0
