FRR	FAR	%Aciertos
0.0	1.0	0.0
0.0	0.9971961	1.0
0.0	0.9971961	2.0
0.0	0.9971961	3.0
0.0	0.9971961	4.0
0.0	0.9971961	5.0
0.0	0.9971961	6.0
0.0	0.9971961	7.0
0.0	0.9971961	8.0
0.0	0.9971961	9.0
0.0	0.9971961	10.0
0.0	0.99061275	11.0
0.0	0.99061275	12.0
0.0	0.99061275	13.0
0.0	0.99061275	14.0
0.0	0.99061275	15.0
0.0	0.99061275	16.0
0.0	0.99061275	17.0
0.0	0.99061275	18.0
0.0	0.99061275	19.0
0.0	0.99061275	20.0
0.0	0.9794314	21.0
0.0	0.9794314	22.0
0.0	0.9794314	23.0
0.0	0.9794314	24.0
0.0	0.9794314	25.0
0.0	0.9794314	26.0
0.0	0.9794314	27.0
0.0	0.9794314	28.0
0.0	0.9794314	29.0
0.0	0.9794314	30.0
7.3529413E-4	0.9637304	31.0
7.3529413E-4	0.9637304	32.0
7.3529413E-4	0.9637304	33.0
7.3529413E-4	0.9637304	34.0
7.3529413E-4	0.9637304	35.0
7.3529413E-4	0.9637304	36.0
7.3529413E-4	0.9637304	37.0
7.3529413E-4	0.9637304	38.0
7.3529413E-4	0.9637304	39.0
7.3529413E-4	0.9637304	40.0
0.0014705883	0.94281375	41.0
0.0014705883	0.94281375	42.0
0.0014705883	0.94281375	43.0
0.0014705883	0.94281375	44.0
0.0014705883	0.94281375	45.0
0.0014705883	0.94281375	46.0
0.0014705883	0.94281375	47.0
0.0014705883	0.94281375	48.0
0.0014705883	0.94281375	49.0
0.0014705883	0.94281375	50.0
0.0031862746	0.91495585	51.0
0.0031862746	0.91495585	52.0
0.0031862746	0.91495585	53.0
0.0031862746	0.91495585	54.0
0.0031862746	0.91495585	55.0
0.0031862746	0.91495585	56.0
0.0031862746	0.91495585	57.0
0.0031862746	0.91495585	58.0
0.0031862746	0.91495585	59.0
0.0031862746	0.91495585	60.0
0.00882353	0.87322056	61.0
0.00882353	0.87322056	62.0
0.00882353	0.87322056	63.0
0.00882353	0.87322056	64.0
0.00882353	0.87322056	65.0
0.00882353	0.87322056	66.0
0.00882353	0.87322056	67.0
0.00882353	0.87322056	68.0
0.00882353	0.87322056	69.0
0.00882353	0.87322056	70.0
0.025980392	0.7982843	71.0
0.025980392	0.7982843	72.0
0.025980392	0.7982843	73.0
0.025980392	0.7982843	74.0
0.025980392	0.7982843	75.0
0.025980392	0.7982843	76.0
0.025980392	0.7982843	77.0
0.025980392	0.7982843	78.0
0.025980392	0.7982843	79.0
0.025980392	0.7982843	80.0
0.07745098	0.6482794	81.0
0.07745098	0.6482794	82.0
0.07745098	0.6482794	83.0
0.07745098	0.6482794	84.0
0.07745098	0.6482794	85.0
0.07745098	0.6482794	86.0
0.07745098	0.6482794	87.0
0.07745098	0.6482794	88.0
0.07745098	0.6482794	89.0
0.07745098	0.6482794	90.0
0.2723039	0.38244608	91.0
0.2723039	0.38244608	92.0
0.2723039	0.38244608	93.0
0.2723039	0.38244608	94.0
0.2723039	0.38244608	95.0
0.2723039	0.38244608	96.0
0.2723039	0.38244608	97.0
0.2723039	0.38244608	98.0
0.2723039	0.38244608	99.0
0.2723039	0.38244608	100.0
