FRR	FAR	%Aciertos
0.0	1.0	0.0
0.0	0.9999853	1.0
0.0	0.9999853	2.0
0.0	0.9999853	3.0
0.0	0.9998186	4.0
0.0	0.9998186	5.0
0.0	0.9998186	6.0
0.0	0.9995784	7.0
0.0	0.9995784	8.0
0.0	0.9995784	9.0
0.0	0.9989804	10.0
0.0	0.9989804	11.0
0.0	0.9989804	12.0
0.0	0.9979608	13.0
0.0	0.9979608	14.0
0.0	0.9979608	15.0
0.0	0.9979608	16.0
0.0	0.996299	17.0
0.0	0.996299	18.0
0.0	0.996299	19.0
0.0	0.99383825	20.0
0.0	0.99383825	21.0
0.0	0.99383825	22.0
0.0	0.9906667	23.0
0.0	0.9906667	24.0
0.0	0.9906667	25.0
0.0	0.98653924	26.0
0.0	0.98653924	27.0
0.0	0.98653924	28.0
0.0	0.98653924	29.0
0.0	0.98158336	30.0
0.0	0.98158336	31.0
0.0	0.98158336	32.0
0.0	0.9758088	33.0
0.0	0.9758088	34.0
0.0	0.9758088	35.0
0.0	0.9691912	36.0
0.0	0.9691912	37.0
0.0	0.9691912	38.0
2.4509805E-4	0.9613823	39.0
2.4509805E-4	0.9613823	40.0
2.4509805E-4	0.9613823	41.0
2.4509805E-4	0.95195097	42.0
2.4509805E-4	0.95195097	43.0
2.4509805E-4	0.95195097	44.0
2.4509805E-4	0.95195097	45.0
2.4509805E-4	0.9399755	46.0
2.4509805E-4	0.9399755	47.0
2.4509805E-4	0.9399755	48.0
4.901961E-4	0.92314214	49.0
4.901961E-4	0.92314214	50.0
4.901961E-4	0.92314214	51.0
7.3529413E-4	0.90081865	52.0
7.3529413E-4	0.90081865	53.0
7.3529413E-4	0.90081865	54.0
9.803922E-4	0.876299	55.0
9.803922E-4	0.876299	56.0
9.803922E-4	0.876299	57.0
9.803922E-4	0.876299	58.0
0.0019607844	0.8460147	59.0
0.0019607844	0.8460147	60.0
0.0019607844	0.8460147	61.0
0.0026960785	0.8111078	62.0
0.0026960785	0.8111078	63.0
0.0026960785	0.8111078	64.0
0.0034313726	0.76870096	65.0
0.0034313726	0.76870096	66.0
0.0034313726	0.76870096	67.0
0.004901961	0.71819115	68.0
0.004901961	0.71819115	69.0
0.004901961	0.71819115	70.0
0.009313726	0.6594363	71.0
0.009313726	0.6594363	72.0
0.009313726	0.6594363	73.0
0.009313726	0.6594363	74.0
0.015196078	0.59539217	75.0
0.015196078	0.59539217	76.0
0.015196078	0.59539217	77.0
0.02377451	0.52272546	78.0
0.02377451	0.52272546	79.0
0.02377451	0.52272546	80.0
0.03872549	0.4409804	81.0
0.03872549	0.4409804	82.0
0.03872549	0.4409804	83.0
0.06495098	0.35101962	84.0
0.06495098	0.35101962	85.0
0.06495098	0.35101962	86.0
0.06495098	0.35101962	87.0
0.10294118	0.2570343	88.0
0.10294118	0.2570343	89.0
0.10294118	0.2570343	90.0
0.1757353	0.16697058	91.0
0.1757353	0.16697058	92.0
0.1757353	0.16697058	93.0
0.32769608	0.087406866	94.0
0.32769608	0.087406866	95.0
0.32769608	0.087406866	96.0
0.50808823	0.031382352	97.0
0.50808823	0.031382352	98.0
0.50808823	0.031382352	99.0
0.50808823	0.031382352	100.0
