FRR	FAR	%Aciertos
0.0	1.0	0.0
0.0	0.9982451	1.0
0.0	0.9982451	2.0
0.0	0.9982451	3.0
0.0	0.9982451	4.0
0.0	0.9982451	5.0
0.0	0.9969559	6.0
0.0	0.9969559	7.0
0.0	0.9969559	8.0
0.0	0.9969559	9.0
0.0	0.9969559	10.0
0.0	0.9927941	11.0
0.0	0.9927941	12.0
0.0	0.9927941	13.0
0.0	0.9927941	14.0
0.0	0.9927941	15.0
0.0	0.9898726	16.0
0.0	0.9898726	17.0
0.0	0.9898726	18.0
0.0	0.9898726	19.0
0.0	0.9898726	20.0
0.0	0.9830637	21.0
0.0	0.9830637	22.0
0.0	0.9830637	23.0
0.0	0.9830637	24.0
0.0	0.9830637	25.0
0.0	0.9787892	26.0
0.0	0.9787892	27.0
0.0	0.9787892	28.0
0.0	0.9787892	29.0
0.0	0.9787892	30.0
7.3529413E-4	0.9701716	31.0
7.3529413E-4	0.9701716	32.0
7.3529413E-4	0.9701716	33.0
7.3529413E-4	0.9701716	34.0
7.3529413E-4	0.9701716	35.0
7.3529413E-4	0.9636422	36.0
7.3529413E-4	0.9636422	37.0
7.3529413E-4	0.9636422	38.0
7.3529413E-4	0.9636422	39.0
7.3529413E-4	0.9636422	40.0
9.803922E-4	0.9515588	41.0
9.803922E-4	0.9515588	42.0
9.803922E-4	0.9515588	43.0
9.803922E-4	0.9515588	44.0
9.803922E-4	0.9515588	45.0
0.0014705883	0.94264704	46.0
0.0014705883	0.94264704	47.0
0.0014705883	0.94264704	48.0
0.0014705883	0.94264704	49.0
0.0014705883	0.94264704	50.0
0.0024509805	0.9277451	51.0
0.0024509805	0.9277451	52.0
0.0024509805	0.9277451	53.0
0.0024509805	0.9277451	54.0
0.0024509805	0.9277451	55.0
0.0031862746	0.9152892	56.0
0.0031862746	0.9152892	57.0
0.0031862746	0.9152892	58.0
0.0031862746	0.9152892	59.0
0.0031862746	0.9152892	60.0
0.007107843	0.8920049	61.0
0.007107843	0.8920049	62.0
0.007107843	0.8920049	63.0
0.007107843	0.8920049	64.0
0.007107843	0.8920049	65.0
0.009313726	0.87072057	66.0
0.009313726	0.87072057	67.0
0.009313726	0.87072057	68.0
0.009313726	0.87072057	69.0
0.009313726	0.87072057	70.0
0.02377451	0.8195588	71.0
0.02377451	0.8195588	72.0
0.02377451	0.8195588	73.0
0.02377451	0.8195588	74.0
0.02377451	0.8195588	75.0
0.027696079	0.77756864	76.0
0.027696079	0.77756864	77.0
0.027696079	0.77756864	78.0
0.027696079	0.77756864	79.0
0.027696079	0.77756864	80.0
0.07034314	0.6795098	81.0
0.07034314	0.6795098	82.0
0.07034314	0.6795098	83.0
0.07034314	0.6795098	84.0
0.07034314	0.6795098	85.0
0.085784316	0.61115193	86.0
0.085784316	0.61115193	87.0
0.085784316	0.61115193	88.0
0.085784316	0.61115193	89.0
0.085784316	0.61115193	90.0
0.25735295	0.43192157	91.0
0.25735295	0.43192157	92.0
0.25735295	0.43192157	93.0
0.25735295	0.43192157	94.0
0.25735295	0.43192157	95.0
0.2884804	0.33392158	96.0
0.2884804	0.33392158	97.0
0.2884804	0.33392158	98.0
0.2884804	0.33392158	99.0
0.2884804	0.33392158	100.0
