FRR	FAR	%Aciertos
0.0	1.0	0.0
0.0	0.9998872	1.0
0.0	0.9998872	2.0
0.0	0.9998872	3.0
0.0	0.9998872	4.0
0.0	0.9994265	5.0
0.0	0.9994265	6.0
0.0	0.9994265	7.0
0.0	0.9994265	8.0
0.0	0.9994265	9.0
0.0	0.99819607	10.0
0.0	0.99819607	11.0
0.0	0.99819607	12.0
0.0	0.99819607	13.0
0.0	0.99819607	14.0
0.0	0.9958235	15.0
0.0	0.9958235	16.0
0.0	0.9958235	17.0
0.0	0.9958235	18.0
0.0	0.9958235	19.0
0.0	0.9922108	20.0
0.0	0.9922108	21.0
0.0	0.9922108	22.0
0.0	0.9922108	23.0
0.0	0.9872206	24.0
0.0	0.9872206	25.0
0.0	0.9872206	26.0
0.0	0.9872206	27.0
0.0	0.9872206	28.0
0.0	0.9798529	29.0
0.0	0.9798529	30.0
0.0	0.9798529	31.0
0.0	0.9798529	32.0
0.0	0.9798529	33.0
0.0	0.96535295	34.0
0.0	0.96535295	35.0
0.0	0.96535295	36.0
0.0	0.96535295	37.0
0.0	0.96535295	38.0
0.0	0.9462745	39.0
0.0	0.9462745	40.0
0.0	0.9462745	41.0
0.0	0.9462745	42.0
2.4509805E-4	0.91944116	43.0
2.4509805E-4	0.91944116	44.0
2.4509805E-4	0.91944116	45.0
2.4509805E-4	0.91944116	46.0
2.4509805E-4	0.91944116	47.0
4.901961E-4	0.88397056	48.0
4.901961E-4	0.88397056	49.0
4.901961E-4	0.88397056	50.0
4.901961E-4	0.88397056	51.0
4.901961E-4	0.88397056	52.0
4.901961E-4	0.83883333	53.0
4.901961E-4	0.83883333	54.0
4.901961E-4	0.83883333	55.0
4.901961E-4	0.83883333	56.0
4.901961E-4	0.83883333	57.0
0.0012254902	0.78364706	58.0
0.0012254902	0.78364706	59.0
0.0012254902	0.78364706	60.0
0.0012254902	0.78364706	61.0
0.0024509805	0.71885294	62.0
0.0024509805	0.71885294	63.0
0.0024509805	0.71885294	64.0
0.0024509805	0.71885294	65.0
0.0024509805	0.71885294	66.0
0.0036764706	0.64367646	67.0
0.0036764706	0.64367646	68.0
0.0036764706	0.64367646	69.0
0.0036764706	0.64367646	70.0
0.0036764706	0.64367646	71.0
0.007843138	0.55531865	72.0
0.007843138	0.55531865	73.0
0.007843138	0.55531865	74.0
0.007843138	0.55531865	75.0
0.007843138	0.55531865	76.0
0.01764706	0.45179412	77.0
0.01764706	0.45179412	78.0
0.01764706	0.45179412	79.0
0.01764706	0.45179412	80.0
0.043627452	0.33514705	81.0
0.043627452	0.33514705	82.0
0.043627452	0.33514705	83.0
0.043627452	0.33514705	84.0
0.043627452	0.33514705	85.0
0.09117647	0.21681373	86.0
0.09117647	0.21681373	87.0
0.09117647	0.21681373	88.0
0.09117647	0.21681373	89.0
0.09117647	0.21681373	90.0
0.22009803	0.11090196	91.0
0.22009803	0.11090196	92.0
0.22009803	0.11090196	93.0
0.22009803	0.11090196	94.0
0.22009803	0.11090196	95.0
0.5034314	0.034911763	96.0
0.5034314	0.034911763	97.0
0.5034314	0.034911763	98.0
0.5034314	0.034911763	99.0
0.5034314	0.034911763	100.0
