FRR	FAR	%Aciertos
0.0	1.0	0.0
0.0	0.9999363	1.0
0.0	0.9999363	2.0
0.0	0.99981374	3.0
0.0	0.99981374	4.0
0.0	0.99956375	5.0
0.0	0.99956375	6.0
0.0	0.99956375	7.0
0.0	0.99912745	8.0
0.0	0.99912745	9.0
0.0	0.9984461	10.0
0.0	0.9984461	11.0
0.0	0.9984461	12.0
0.0	0.9975196	13.0
0.0	0.9975196	14.0
0.0	0.99605393	15.0
0.0	0.99605393	16.0
0.0	0.99605393	17.0
0.0	0.9943824	18.0
0.0	0.9943824	19.0
0.0	0.992348	20.0
0.0	0.992348	21.0
0.0	0.9897157	22.0
0.0	0.9897157	23.0
0.0	0.9897157	24.0
0.0	0.98680395	25.0
0.0	0.98680395	26.0
0.0	0.98362255	27.0
0.0	0.98362255	28.0
0.0	0.98362255	29.0
0.0	0.9801618	30.0
0.0	0.9801618	31.0
0.0	0.9760882	32.0
0.0	0.9760882	33.0
0.0	0.9760882	34.0
0.0	0.9719363	35.0
0.0	0.9719363	36.0
2.4509805E-4	0.9675245	37.0
2.4509805E-4	0.9675245	38.0
2.4509805E-4	0.9675245	39.0
2.4509805E-4	0.9627402	40.0
2.4509805E-4	0.9627402	41.0
2.4509805E-4	0.95719606	42.0
2.4509805E-4	0.95719606	43.0
4.901961E-4	0.9513677	44.0
4.901961E-4	0.9513677	45.0
4.901961E-4	0.9513677	46.0
7.3529413E-4	0.9440392	47.0
7.3529413E-4	0.9440392	48.0
7.3529413E-4	0.93518627	49.0
7.3529413E-4	0.93518627	50.0
7.3529413E-4	0.93518627	51.0
7.3529413E-4	0.92340195	52.0
7.3529413E-4	0.92340195	53.0
0.0012254902	0.9102794	54.0
0.0012254902	0.9102794	55.0
0.0012254902	0.9102794	56.0
0.0014705883	0.8949559	57.0
0.0014705883	0.8949559	58.0
0.0022058825	0.87708825	59.0
0.0022058825	0.87708825	60.0
0.0024509805	0.85607356	61.0
0.0024509805	0.85607356	62.0
0.0024509805	0.85607356	63.0
0.0034313726	0.83191174	64.0
0.0034313726	0.83191174	65.0
0.004656863	0.8027108	66.0
0.004656863	0.8027108	67.0
0.004656863	0.8027108	68.0
0.006862745	0.7683137	69.0
0.006862745	0.7683137	70.0
0.01004902	0.7292647	71.0
0.01004902	0.7292647	72.0
0.01004902	0.7292647	73.0
0.014705882	0.6851765	74.0
0.014705882	0.6851765	75.0
0.02132353	0.6360098	76.0
0.02132353	0.6360098	77.0
0.02132353	0.6360098	78.0
0.028186275	0.5812255	79.0
0.028186275	0.5812255	80.0
0.0375	0.5220931	81.0
0.0375	0.5220931	82.0
0.05367647	0.4562108	83.0
0.05367647	0.4562108	84.0
0.05367647	0.4562108	85.0
0.08627451	0.38359314	86.0
0.08627451	0.38359314	87.0
0.104411766	0.30606863	88.0
0.104411766	0.30606863	89.0
0.104411766	0.30606863	90.0
0.16397059	0.22544608	91.0
0.16397059	0.22544608	92.0
0.27941176	0.14858334	93.0
0.27941176	0.14858334	94.0
0.27941176	0.14858334	95.0
0.3362745	0.083843134	96.0
0.3362745	0.083843134	97.0
0.51029414	0.030519608	98.0
0.51029414	0.030519608	99.0
0.51029414	0.030519608	100.0
