FRR	FAR	%Aciertos
0.0	1.0	0.0
0.0	0.99861276	1.0
0.0	0.99861276	2.0
0.0	0.99861276	3.0
0.0	0.99861276	4.0
0.0	0.99861276	5.0
0.0	0.997098	6.0
0.0	0.997098	7.0
0.0	0.997098	8.0
0.0	0.997098	9.0
0.0	0.997098	10.0
0.0	0.9938088	11.0
0.0	0.9938088	12.0
0.0	0.9938088	13.0
0.0	0.9938088	14.0
0.0	0.9938088	15.0
0.0	0.9904265	16.0
0.0	0.9904265	17.0
0.0	0.9904265	18.0
0.0	0.9904265	19.0
0.0	0.9904265	20.0
0.0	0.98479414	21.0
0.0	0.98479414	22.0
0.0	0.98479414	23.0
0.0	0.98479414	24.0
0.0	0.98479414	25.0
0.0	0.9790392	26.0
0.0	0.9790392	27.0
0.0	0.9790392	28.0
0.0	0.9790392	29.0
0.0	0.9790392	30.0
4.901961E-4	0.97139215	31.0
4.901961E-4	0.97139215	32.0
4.901961E-4	0.97139215	33.0
4.901961E-4	0.97139215	34.0
4.901961E-4	0.97139215	35.0
7.3529413E-4	0.963201	36.0
7.3529413E-4	0.963201	37.0
7.3529413E-4	0.963201	38.0
7.3529413E-4	0.963201	39.0
7.3529413E-4	0.963201	40.0
9.803922E-4	0.952652	41.0
9.803922E-4	0.952652	42.0
9.803922E-4	0.952652	43.0
9.803922E-4	0.952652	44.0
9.803922E-4	0.952652	45.0
0.0019607844	0.9415098	46.0
0.0019607844	0.9415098	47.0
0.0019607844	0.9415098	48.0
0.0019607844	0.9415098	49.0
0.0019607844	0.9415098	50.0
0.0029411765	0.92718625	51.0
0.0029411765	0.92718625	52.0
0.0029411765	0.92718625	53.0
0.0029411765	0.92718625	54.0
0.0029411765	0.92718625	55.0
0.0034313726	0.91260785	56.0
0.0034313726	0.91260785	57.0
0.0034313726	0.91260785	58.0
0.0034313726	0.91260785	59.0
0.0034313726	0.91260785	60.0
0.006862745	0.89011276	61.0
0.006862745	0.89011276	62.0
0.006862745	0.89011276	63.0
0.006862745	0.89011276	64.0
0.006862745	0.89011276	65.0
0.010539216	0.8640784	66.0
0.010539216	0.8640784	67.0
0.010539216	0.8640784	68.0
0.010539216	0.8640784	69.0
0.010539216	0.8640784	70.0
0.023039216	0.8185588	71.0
0.023039216	0.8185588	72.0
0.023039216	0.8185588	73.0
0.023039216	0.8185588	74.0
0.023039216	0.8185588	75.0
0.028186275	0.76330394	76.0
0.028186275	0.76330394	77.0
0.028186275	0.76330394	78.0
0.028186275	0.76330394	79.0
0.028186275	0.76330394	80.0
0.06764706	0.6702108	81.0
0.06764706	0.6702108	82.0
0.06764706	0.6702108	83.0
0.06764706	0.6702108	84.0
0.06764706	0.6702108	85.0
0.084803924	0.5796667	86.0
0.084803924	0.5796667	87.0
0.084803924	0.5796667	88.0
0.084803924	0.5796667	89.0
0.084803924	0.5796667	90.0
0.25563726	0.41406864	91.0
0.25563726	0.41406864	92.0
0.25563726	0.41406864	93.0
0.25563726	0.41406864	94.0
0.25563726	0.41406864	95.0
0.28946078	0.2825098	96.0
0.28946078	0.2825098	97.0
0.28946078	0.2825098	98.0
0.28946078	0.2825098	99.0
0.28946078	0.2825098	100.0
