FRR	FAR	%Aciertos
0.0	1.0	0.0
0.0	0.99791664	1.0
0.0	0.99791664	2.0
0.0	0.99791664	3.0
0.0	0.99791664	4.0
0.0	0.99791664	5.0
0.0	0.9965147	6.0
0.0	0.9965147	7.0
0.0	0.9965147	8.0
0.0	0.9965147	9.0
0.0	0.9965147	10.0
0.0	0.9920245	11.0
0.0	0.9920245	12.0
0.0	0.9920245	13.0
0.0	0.9920245	14.0
0.0	0.9920245	15.0
0.0	0.9887647	16.0
0.0	0.9887647	17.0
0.0	0.9887647	18.0
0.0	0.9887647	19.0
0.0	0.9887647	20.0
0.0	0.9821569	21.0
0.0	0.9821569	22.0
0.0	0.9821569	23.0
0.0	0.9821569	24.0
0.0	0.9821569	25.0
0.0	0.97736275	26.0
0.0	0.97736275	27.0
0.0	0.97736275	28.0
0.0	0.97736275	29.0
0.0	0.97736275	30.0
7.3529413E-4	0.96913236	31.0
7.3529413E-4	0.96913236	32.0
7.3529413E-4	0.96913236	33.0
7.3529413E-4	0.96913236	34.0
7.3529413E-4	0.96913236	35.0
7.3529413E-4	0.96232355	36.0
7.3529413E-4	0.96232355	37.0
7.3529413E-4	0.96232355	38.0
7.3529413E-4	0.96232355	39.0
7.3529413E-4	0.96232355	40.0
0.0012254902	0.95066667	41.0
0.0012254902	0.95066667	42.0
0.0012254902	0.95066667	43.0
0.0012254902	0.95066667	44.0
0.0012254902	0.95066667	45.0
0.0017156863	0.9414559	46.0
0.0017156863	0.9414559	47.0
0.0017156863	0.9414559	48.0
0.0017156863	0.9414559	49.0
0.0017156863	0.9414559	50.0
0.0024509805	0.9267745	51.0
0.0024509805	0.9267745	52.0
0.0024509805	0.9267745	53.0
0.0024509805	0.9267745	54.0
0.0024509805	0.9267745	55.0
0.0031862746	0.9142206	56.0
0.0031862746	0.9142206	57.0
0.0031862746	0.9142206	58.0
0.0031862746	0.9142206	59.0
0.0031862746	0.9142206	60.0
0.007352941	0.88993627	61.0
0.007352941	0.88993627	62.0
0.007352941	0.88993627	63.0
0.007352941	0.88993627	64.0
0.007352941	0.88993627	65.0
0.010539216	0.8653529	66.0
0.010539216	0.8653529	67.0
0.010539216	0.8653529	68.0
0.010539216	0.8653529	69.0
0.010539216	0.8653529	70.0
0.02377451	0.811152	71.0
0.02377451	0.811152	72.0
0.02377451	0.811152	73.0
0.02377451	0.811152	74.0
0.02377451	0.811152	75.0
0.026960785	0.7654951	76.0
0.026960785	0.7654951	77.0
0.026960785	0.7654951	78.0
0.026960785	0.7654951	79.0
0.026960785	0.7654951	80.0
0.071078435	0.6687941	81.0
0.071078435	0.6687941	82.0
0.071078435	0.6687941	83.0
0.071078435	0.6687941	84.0
0.071078435	0.6687941	85.0
0.080882356	0.5983039	86.0
0.080882356	0.5983039	87.0
0.080882356	0.5983039	88.0
0.080882356	0.5983039	89.0
0.080882356	0.5983039	90.0
0.26127452	0.42586276	91.0
0.26127452	0.42586276	92.0
0.26127452	0.42586276	93.0
0.26127452	0.42586276	94.0
0.26127452	0.42586276	95.0
0.28161764	0.33186764	96.0
0.28161764	0.33186764	97.0
0.28161764	0.33186764	98.0
0.28161764	0.33186764	99.0
0.28161764	0.33186764	100.0
