FRR	FAR	%Aciertos
0.0	1.0	0.0
0.0	0.9999314	1.0
0.0	0.9999314	2.0
0.0	0.9999314	3.0
0.0	0.99970096	4.0
0.0	0.99970096	5.0
0.0	0.99970096	6.0
0.0	0.9992549	7.0
0.0	0.9992549	8.0
0.0	0.9992549	9.0
0.0	0.9984461	10.0
0.0	0.9984461	11.0
0.0	0.9984461	12.0
0.0	0.9971225	13.0
0.0	0.9971225	14.0
0.0	0.9971225	15.0
0.0	0.9971225	16.0
0.0	0.99534315	17.0
0.0	0.99534315	18.0
0.0	0.99534315	19.0
0.0	0.99282354	20.0
0.0	0.99282354	21.0
0.0	0.99282354	22.0
0.0	0.9896961	23.0
0.0	0.9896961	24.0
0.0	0.9896961	25.0
0.0	0.9856863	26.0
0.0	0.9856863	27.0
0.0	0.9856863	28.0
0.0	0.9856863	29.0
0.0	0.9811569	30.0
0.0	0.9811569	31.0
0.0	0.9811569	32.0
0.0	0.9759853	33.0
0.0	0.9759853	34.0
0.0	0.9759853	35.0
0.0	0.9702304	36.0
0.0	0.9702304	37.0
0.0	0.9702304	38.0
2.4509805E-4	0.9629559	39.0
2.4509805E-4	0.9629559	40.0
2.4509805E-4	0.9629559	41.0
2.4509805E-4	0.95375	42.0
2.4509805E-4	0.95375	43.0
2.4509805E-4	0.95375	44.0
2.4509805E-4	0.95375	45.0
2.4509805E-4	0.93994117	46.0
2.4509805E-4	0.93994117	47.0
2.4509805E-4	0.93994117	48.0
4.901961E-4	0.9224412	49.0
4.901961E-4	0.9224412	50.0
4.901961E-4	0.9224412	51.0
7.3529413E-4	0.90139216	52.0
7.3529413E-4	0.90139216	53.0
7.3529413E-4	0.90139216	54.0
7.3529413E-4	0.87655884	55.0
7.3529413E-4	0.87655884	56.0
7.3529413E-4	0.87655884	57.0
7.3529413E-4	0.87655884	58.0
0.0012254902	0.84688234	59.0
0.0012254902	0.84688234	60.0
0.0012254902	0.84688234	61.0
0.0024509805	0.8107304	62.0
0.0024509805	0.8107304	63.0
0.0024509805	0.8107304	64.0
0.0034313726	0.7667598	65.0
0.0034313726	0.7667598	66.0
0.0034313726	0.7667598	67.0
0.005392157	0.71586764	68.0
0.005392157	0.71586764	69.0
0.005392157	0.71586764	70.0
0.00882353	0.6580049	71.0
0.00882353	0.6580049	72.0
0.00882353	0.6580049	73.0
0.00882353	0.6580049	74.0
0.015686275	0.59367645	75.0
0.015686275	0.59367645	76.0
0.015686275	0.59367645	77.0
0.024754902	0.52161276	78.0
0.024754902	0.52161276	79.0
0.024754902	0.52161276	80.0
0.039215688	0.43965685	81.0
0.039215688	0.43965685	82.0
0.039215688	0.43965685	83.0
0.06519608	0.3495049	84.0
0.06519608	0.3495049	85.0
0.06519608	0.3495049	86.0
0.06519608	0.3495049	87.0
0.104411766	0.2555294	88.0
0.104411766	0.2555294	89.0
0.104411766	0.2555294	90.0
0.1764706	0.1652451	91.0
0.1764706	0.1652451	92.0
0.1764706	0.1652451	93.0
0.32867646	0.08676961	94.0
0.32867646	0.08676961	95.0
0.32867646	0.08676961	96.0
0.50661767	0.03147549	97.0
0.50661767	0.03147549	98.0
0.50661767	0.03147549	99.0
0.50661767	0.03147549	100.0
