FRR	FAR	%Aciertos
0.0	1.0	0.0
0.0	0.99709314	1.0
0.0	0.99709314	2.0
0.0	0.99709314	3.0
0.0	0.99709314	4.0
0.0	0.99709314	5.0
0.0	0.99709314	6.0
0.0	0.99709314	7.0
0.0	0.99709314	8.0
0.0	0.99709314	9.0
0.0	0.99709314	10.0
0.0	0.99014217	11.0
0.0	0.99014217	12.0
0.0	0.99014217	13.0
0.0	0.99014217	14.0
0.0	0.99014217	15.0
0.0	0.99014217	16.0
0.0	0.99014217	17.0
0.0	0.99014217	18.0
0.0	0.99014217	19.0
0.0	0.99014217	20.0
0.0	0.97950983	21.0
0.0	0.97950983	22.0
0.0	0.97950983	23.0
0.0	0.97950983	24.0
0.0	0.97950983	25.0
0.0	0.97950983	26.0
0.0	0.97950983	27.0
0.0	0.97950983	28.0
0.0	0.97950983	29.0
0.0	0.97950983	30.0
7.3529413E-4	0.96540684	31.0
7.3529413E-4	0.96540684	32.0
7.3529413E-4	0.96540684	33.0
7.3529413E-4	0.96540684	34.0
7.3529413E-4	0.96540684	35.0
7.3529413E-4	0.96540684	36.0
7.3529413E-4	0.96540684	37.0
7.3529413E-4	0.96540684	38.0
7.3529413E-4	0.96540684	39.0
7.3529413E-4	0.96540684	40.0
0.0014705883	0.94575983	41.0
0.0014705883	0.94575983	42.0
0.0014705883	0.94575983	43.0
0.0014705883	0.94575983	44.0
0.0014705883	0.94575983	45.0
0.0014705883	0.94575983	46.0
0.0014705883	0.94575983	47.0
0.0014705883	0.94575983	48.0
0.0014705883	0.94575983	49.0
0.0014705883	0.94575983	50.0
0.0026960785	0.92081374	51.0
0.0026960785	0.92081374	52.0
0.0026960785	0.92081374	53.0
0.0026960785	0.92081374	54.0
0.0026960785	0.92081374	55.0
0.0026960785	0.92081374	56.0
0.0026960785	0.92081374	57.0
0.0026960785	0.92081374	58.0
0.0026960785	0.92081374	59.0
0.0026960785	0.92081374	60.0
0.008578432	0.88166666	61.0
0.008578432	0.88166666	62.0
0.008578432	0.88166666	63.0
0.008578432	0.88166666	64.0
0.008578432	0.88166666	65.0
0.008578432	0.88166666	66.0
0.008578432	0.88166666	67.0
0.008578432	0.88166666	68.0
0.008578432	0.88166666	69.0
0.008578432	0.88166666	70.0
0.025735294	0.8007549	71.0
0.025735294	0.8007549	72.0
0.025735294	0.8007549	73.0
0.025735294	0.8007549	74.0
0.025735294	0.8007549	75.0
0.025735294	0.8007549	76.0
0.025735294	0.8007549	77.0
0.025735294	0.8007549	78.0
0.025735294	0.8007549	79.0
0.025735294	0.8007549	80.0
0.07647059	0.6581569	81.0
0.07647059	0.6581569	82.0
0.07647059	0.6581569	83.0
0.07647059	0.6581569	84.0
0.07647059	0.6581569	85.0
0.07647059	0.6581569	86.0
0.07647059	0.6581569	87.0
0.07647059	0.6581569	88.0
0.07647059	0.6581569	89.0
0.07647059	0.6581569	90.0
0.27107844	0.41290686	91.0
0.27107844	0.41290686	92.0
0.27107844	0.41290686	93.0
0.27107844	0.41290686	94.0
0.27107844	0.41290686	95.0
0.27107844	0.41290686	96.0
0.27107844	0.41290686	97.0
0.27107844	0.41290686	98.0
0.27107844	0.41290686	99.0
0.27107844	0.41290686	100.0
