FRR	FAR	%Aciertos	DistribEstandar
0.0029411765	0.9124657	50.0	1.5
0.0014705883	0.94575983	50.0	2.0
9.803922E-4	0.96382356	50.0	2.5
4.901961E-4	0.975049	50.0	3.0
0.008088236	0.8649559	60.0	1.5
0.0026960785	0.92081374	60.0	2.0
0.0019607844	0.94468135	60.0	2.5
9.803922E-4	0.96066666	60.0	3.0
0.018382354	0.7788873	70.0	1.5
0.008578432	0.88166666	70.0	2.0
0.004166667	0.91778433	70.0	2.5
0.0026960785	0.9397843	70.0	3.0
0.048039217	0.6517745	80.0	1.5
0.025735294	0.8007549	80.0	2.0
0.014705882	0.86934316	80.0	2.5
0.008333334	0.9032206	80.0	3.0
0.12794118	0.47135293	90.0	1.5
0.07647059	0.6581569	90.0	2.0
0.049264707	0.7656127	90.0	2.5
0.034313727	0.8252843	90.0	3.0
