FRR	FAR	%Aciertos	DistribEstandar
0.0029411765	0.85836273	50.0	1.5
7.3529413E-4	0.9342451	50.0	2.0
2.4509805E-4	0.96168137	50.0	2.5
0.0	0.97763234	50.0	3.0
0.006862745	0.7379265	60.0	1.5
0.0022058825	0.8759069	60.0	2.0
7.3529413E-4	0.9314412	60.0	2.5
4.901961E-4	0.95783824	60.0	3.0
0.023039216	0.55088234	70.0	1.5
0.007352941	0.7661471	70.0	2.0
0.0029411765	0.8624657	70.0	2.5
9.803922E-4	0.9135882	70.0	3.0
0.07401961	0.3222598	80.0	1.5
0.028431373	0.57518625	80.0	2.0
0.016176471	0.72835296	80.0	2.5
0.00882353	0.8139755	80.0	3.0
0.23014706	0.104039215	90.0	1.5
0.104166664	0.29912254	90.0	2.0
0.060539216	0.48894116	90.0	2.5
0.039215688	0.61588234	90.0	3.0
