FRR	FAR	%Aciertos	DistribEstandar
0.0017156863	0.75131863	50.0	1.5
2.4509805E-4	0.8807598	50.0	2.0
2.4509805E-4	0.93509805	50.0	2.5
0.0	0.96440685	50.0	3.0
0.005392157	0.58345586	60.0	1.5
7.3529413E-4	0.7784216	60.0	2.0
4.901961E-4	0.87041664	60.0	2.5
0.0	0.919049	60.0	3.0
0.025735294	0.3882549	70.0	1.5
0.004411765	0.6359069	70.0	2.0
0.0012254902	0.7732892	70.0	2.5
2.4509805E-4	0.8471323	70.0	3.0
0.08357843	0.19478922	80.0	1.5
0.01887255	0.4402745	80.0	2.0
0.005637255	0.6269853	80.0	2.5
0.0022058825	0.7395343	80.0	3.0
0.28627452	0.058710784	90.0	1.5
0.09338235	0.20715687	90.0	2.0
0.041666668	0.39638236	90.0	2.5
0.020588236	0.54941666	90.0	3.0
