FRR	FAR	%Aciertos	DistribEstandar
0.0034313726	0.9142353	50.0	1.5
9.803922E-4	0.947652	50.0	2.0
7.3529413E-4	0.9650784	50.0	2.5
4.901961E-4	0.97643626	50.0	3.0
0.007107843	0.8617598	60.0	1.5
0.0029411765	0.92080885	60.0	2.0
0.0019607844	0.9459559	60.0	2.5
9.803922E-4	0.96166664	60.0	3.0
0.019117648	0.7657549	70.0	1.5
0.008088236	0.8780441	70.0	2.0
0.004411765	0.9168235	70.0	2.5
0.0024509805	0.9397353	70.0	3.0
0.050490197	0.62039214	80.0	1.5
0.026470589	0.79240197	80.0	2.0
0.014460784	0.86575	80.0	2.5
0.009313726	0.9007059	80.0	3.0
0.13014705	0.4197402	90.0	1.5
0.07941177	0.63136274	90.0	2.0
0.051960785	0.75337744	90.0	2.5
0.034313727	0.8189167	90.0	3.0
