FRR	FAR	numDesviaciones
0.33529413	0.10093627	0.0
0.3125	0.11395098	0.05
0.28995097	0.12743138	0.1
0.2723039	0.14262255	0.15
0.25612745	0.15804902	0.2
0.24240196	0.17418627	0.25
0.23014706	0.19077942	0.3
0.21813725	0.20758334	0.35000002
0.20588236	0.22517647	0.40000004
0.19534314	0.24332353	0.45000005
0.1867647	0.26181373	0.50000006
0.17794117	0.2797794	0.5500001
0.17058824	0.29809803	0.6000001
0.1622549	0.31719118	0.6500001
0.15686275	0.33508822	0.7000001
0.14901961	0.35271078	0.7500001
0.14485294	0.36992157	0.80000013
0.13799019	0.3874412	0.85000014
0.13235295	0.40511766	0.90000015
0.1264706	0.4219951	0.95000017
0.12230392	0.43942648	1.0000001
0.11715686	0.4562108	1.0500001
0.111519605	0.47280884	1.1
0.109068625	0.48956862	1.15
0.10490196	0.50543135	1.1999999
0.0997549	0.521	1.2499999
0.09730392	0.53637254	1.2999998
0.09387255	0.55154413	1.3499998
0.08946078	0.56587255	1.3999997
0.08455882	0.5797696	1.4499997
0.080637254	0.59339213	1.4999996
0.076715685	0.60690194	1.5499996
0.071813725	0.61997056	1.5999995
0.06960785	0.6324951	1.6499995
0.066911764	0.6442696	1.6999995
0.06348039	0.65619606	1.7499994
0.061764706	0.6678823	1.7999994
0.06004902	0.67850983	1.8499993
0.058088236	0.6892451	1.8999993
0.055392157	0.6995686	1.9499992
0.05392157	0.70933825	1.9999992
0.051960785	0.7186176	2.0499992
0.0502451	0.7276863	2.0999992
0.047058824	0.73616177	2.1499991
0.04632353	0.7441618	2.199999
0.04387255	0.7525049	2.249999
0.042892158	0.75984806	2.299999
0.041911766	0.7669363	2.349999
0.038480394	0.772951	2.399999
0.0377451	0.77925	2.4499989
0.036764707	0.78541666	2.4999988
0.035784315	0.79115194	2.5499988
0.034803923	0.79667646	2.5999987
0.03284314	0.80206865	2.6499987
0.032352943	0.8070098	2.6999986
0.030637255	0.8118186	2.7499986
0.030147059	0.81640685	2.7999985
0.02867647	0.8207451	2.8499985
0.026960785	0.82465196	2.8999984
0.025980392	0.8281373	2.9499984
0.025735294	0.8319706	2.9999983
