FRR	FAR	numDesviaciones
0.3379902	0.0955	0.0
0.3142157	0.108367644	0.05
0.29117647	0.12152451	0.1
0.2757353	0.13603921	0.15
0.25833333	0.15112746	0.2
0.24313726	0.16690686	0.25
0.23063725	0.18271568	0.3
0.21862745	0.19941667	0.35000002
0.20661765	0.21652941	0.40000004
0.19534314	0.23419608	0.45000005
0.18455882	0.25236276	0.50000006
0.175	0.27032351	0.5500001
0.16887255	0.28804412	0.6000001
0.16127451	0.3055441	0.6500001
0.15563725	0.32266176	0.7000001
0.1495098	0.33982843	0.7500001
0.14338236	0.35727942	0.80000013
0.13799019	0.3744608	0.85000014
0.13112745	0.39116177	0.90000015
0.12671569	0.40832844	0.95000017
0.12181372	0.4247745	1.0000001
0.11715686	0.44089705	1.0500001
0.1127451	0.4572157	1.1
0.10931373	0.47298038	1.15
0.10465686	0.4885245	1.1999999
0.099509805	0.5038088	1.2499999
0.097058825	0.5187549	1.2999998
0.09166667	0.5334755	1.3499998
0.08921569	0.5474412	1.3999997
0.08504902	0.5613921	1.4499997
0.080882356	0.575299	1.4999996
0.07696079	0.5882451	1.5499996
0.07230392	0.6008971	1.5999995
0.07009804	0.61324507	1.6499995
0.067156866	0.62536275	1.6999995
0.063725494	0.63730884	1.7499994
0.061764706	0.6487402	1.7999994
0.059068628	0.65971076	1.8499993
0.056617647	0.6702647	1.8999993
0.055392157	0.6808873	1.9499992
0.052941177	0.6908823	1.9999992
0.049754903	0.70091665	2.0499992
0.048284315	0.71053433	2.0999992
0.04656863	0.7197549	2.1499991
0.045588236	0.72857845	2.199999
0.043382354	0.7369363	2.249999
0.042401962	0.74516666	2.299999
0.040441178	0.75263727	2.349999
0.039460786	0.7600637	2.399999
0.0377451	0.7672647	2.4499989
0.036764707	0.7739069	2.4999988
0.03529412	0.78035295	2.5499988
0.034313727	0.7862206	2.5999987
0.033333335	0.79189706	2.6499987
0.03259804	0.79743135	2.6999986
0.03161765	0.8025735	2.7499986
0.030637255	0.80747056	2.7999985
0.02867647	0.81217647	2.8499985
0.028186275	0.81635296	2.8999984
0.026715687	0.8205735	2.9499984
0.025735294	0.82439214	2.9999983
