FRR	FAR	numDesviaciones
0.33553922	0.10901961	0.0
0.31470588	0.122892156	0.05
0.29215688	0.13731372	0.1
0.2720588	0.15250981	0.15
0.25612745	0.1684804	0.2
0.24411765	0.18496569	0.25
0.23014706	0.20248039	0.3
0.21568628	0.22014706	0.35000002
0.20588236	0.23829901	0.40000004
0.19558823	0.2569657	0.45000005
0.1877451	0.275799	0.50000006
0.17965686	0.2950049	0.5500001
0.17058824	0.31395587	0.6000001
0.16519608	0.33260295	0.6500001
0.15661764	0.35101962	0.7000001
0.1495098	0.36942157	0.7500001
0.14411765	0.3874755	0.80000013
0.13872549	0.40516177	0.85000014
0.13235295	0.42261764	0.90000015
0.12622549	0.4402304	0.95000017
0.12156863	0.45740685	1.0000001
0.11617647	0.47501472	1.0500001
0.110784315	0.49165195	1.1
0.10784314	0.50759315	1.15
0.104166664	0.5239559	1.1999999
0.0997549	0.5395196	1.2499999
0.097058825	0.55505395	1.2999998
0.09411765	0.56975	1.3499998
0.08897059	0.58445096	1.3999997
0.08455882	0.59780884	1.4499997
0.08112745	0.61110294	1.4999996
0.07720588	0.62436277	1.5499996
0.07156863	0.63734806	1.5999995
0.06960785	0.6494608	1.6499995
0.066911764	0.6616029	1.6999995
0.06397059	0.6730343	1.7499994
0.062009804	0.6839608	1.7999994
0.059313726	0.69487745	1.8499993
0.05759804	0.7045	1.8999993
0.055392157	0.7142108	1.9499992
0.054166667	0.7235245	1.9999992
0.052205883	0.73239213	2.0499992
0.05	0.74066174	2.0999992
0.04779412	0.7485441	2.1499991
0.046078432	0.7559265	2.199999
0.044362746	0.7630245	2.249999
0.043137256	0.7699265	2.299999
0.041666668	0.7762059	2.349999
0.039215688	0.7820637	2.399999
0.0377451	0.78767645	2.4499989
0.03627451	0.7928628	2.4999988
0.03504902	0.79836273	2.5499988
0.03406863	0.8032255	2.5999987
0.03284314	0.80795586	2.6499987
0.03161765	0.81237257	2.6999986
0.031127451	0.81666666	2.7499986
0.030147059	0.8210637	2.7999985
0.027941177	0.8252843	2.8499985
0.026715687	0.8292059	2.8999984
0.025980392	0.83281374	2.9499984
0.025735294	0.8362647	2.9999983
