FRR	FAR	numDesviaciones
0.3362745	0.15546079	0.0
0.31495097	0.17184314	0.05
0.29362744	0.18838726	0.1
0.2742647	0.2055196	0.15
0.25686276	0.22267157	0.2
0.24264705	0.24043627	0.25
0.22867647	0.25792646	0.3
0.21642157	0.27546078	0.35000002
0.20612745	0.29300982	0.40000004
0.19534314	0.31068137	0.45000005
0.18333334	0.32829413	0.50000006
0.17303921	0.34532842	0.5500001
0.16593137	0.36205882	0.6000001
0.16078432	0.37891668	0.6500001
0.15563725	0.39544117	0.7000001
0.14901961	0.41216177	0.7500001
0.14436275	0.42860785	0.80000013
0.1382353	0.44469118	0.85000014
0.13161765	0.4602892	0.90000015
0.1264706	0.47562253	0.95000017
0.121323526	0.49078432	1.0000001
0.11495098	0.5057794	1.0500001
0.10980392	0.52109313	1.1
0.10612745	0.5352549	1.15
0.10318627	0.54959315	1.1999999
0.09877451	0.5631863	1.2499999
0.09509804	0.5766765	1.2999998
0.09313726	0.5894216	1.3499998
0.0877451	0.6022647	1.3999997
0.08186275	0.61439216	1.4499997
0.079166666	0.6264755	1.4999996
0.07696079	0.6381177	1.5499996
0.07377451	0.6488186	1.5999995
0.07034314	0.6595098	1.6499995
0.06642157	0.67010295	1.6999995
0.06397059	0.68040687	1.7499994
0.060784314	0.69038236	1.7999994
0.05735294	0.70005393	1.8499993
0.055637255	0.7094804	1.8999993
0.054411765	0.71867645	1.9499992
0.05367647	0.72747546	1.9999992
0.049264707	0.73585296	2.0499992
0.04779412	0.74408334	2.0999992
0.04656863	0.7520294	2.1499991
0.04534314	0.7594804	2.199999
0.04387255	0.7667255	2.249999
0.041666668	0.7735098	2.299999
0.039705884	0.78011763	2.349999
0.03872549	0.7864069	2.399999
0.0375	0.79253924	2.4499989
0.03651961	0.7985	2.4999988
0.035784315	0.80381864	2.5499988
0.034313727	0.8087843	2.5999987
0.034313727	0.8139657	2.6499987
0.033088237	0.81866175	2.6999986
0.03161765	0.8231863	2.7499986
0.030637255	0.82763726	2.7999985
0.030147059	0.83168626	2.8499985
0.028431373	0.83531374	2.8999984
0.02745098	0.8389902	2.9499984
0.026960785	0.84233826	2.9999983
