FRR	FAR	numDesviaciones
0.3495098	0.07463726	0.0
0.32965687	0.08451471	0.05
0.30833334	0.09492157	0.1
0.2904412	0.10639216	0.15
0.27254903	0.11812255	0.2
0.25245097	0.13087745	0.25
0.2379902	0.14435785	0.3
0.225	0.15907843	0.35000002
0.2125	0.17370097	0.40000004
0.2007353	0.1890098	0.45000005
0.19142157	0.20487745	0.50000006
0.18284313	0.22122549	0.5500001
0.1742647	0.23734313	0.6000001
0.16642156	0.25359315	0.6500001
0.15857843	0.27012256	0.7000001
0.15318628	0.28644606	0.7500001
0.14730392	0.30266666	0.80000013
0.1392157	0.31895587	0.85000014
0.13455883	0.33522058	0.90000015
0.12794118	0.35112256	0.95000017
0.12181372	0.3675	1.0000001
0.11666667	0.38389707	1.0500001
0.11127451	0.39985785	1.1
0.10637255	0.41609314	1.15
0.103431374	0.43246078	1.1999999
0.099509805	0.44809803	1.2499999
0.09558824	0.4642941	1.2999998
0.092156865	0.4799755	1.3499998
0.08848039	0.49512744	1.3999997
0.08529412	0.50982845	1.4499997
0.08039216	0.52440196	1.4999996
0.07647059	0.5389755	1.5499996
0.07254902	0.5527451	1.5999995
0.06985294	0.5662843	1.6499995
0.06764706	0.57936764	1.6999995
0.06544118	0.5922598	1.7499994
0.062990196	0.60444117	1.7999994
0.062009804	0.6160882	1.8499993
0.059558824	0.62788236	1.8999993
0.05759804	0.6390882	1.9499992
0.05490196	0.65018135	1.9999992
0.05245098	0.66088235	2.0499992
0.049754903	0.6708676	2.0999992
0.04877451	0.6805294	2.1499991
0.044852942	0.68983823	2.199999
0.043382354	0.69870096	2.249999
0.04142157	0.7071814	2.299999
0.04019608	0.7154559	2.349999
0.039215688	0.7234412	2.399999
0.037254903	0.7307794	2.4499989
0.03627451	0.73828924	2.4999988
0.035784315	0.7451961	2.5499988
0.033088237	0.7517941	2.5999987
0.03161765	0.75813234	2.6499987
0.030392157	0.7642451	2.6999986
0.029411765	0.7701961	2.7499986
0.028431373	0.7757549	2.7999985
0.027696079	0.78141177	2.8499985
0.027696079	0.7867598	2.8999984
0.026715687	0.79190195	2.9499984
0.025980392	0.79709315	2.9999983
