FRR	FAR	numDesviaciones
0.34509805	0.14247058	0.0
0.32132354	0.15815686	0.05
0.30122548	0.1742402	0.1
0.28063726	0.19136764	0.15
0.26519608	0.20937745	0.2
0.24877451	0.22787745	0.25
0.23284313	0.24607843	0.3
0.21838236	0.2650049	0.35000002
0.20637254	0.2840686	0.40000004
0.19681373	0.3027647	0.45000005
0.18995099	0.3214559	0.50000006
0.18112744	0.33986273	0.5500001
0.17450981	0.35860783	0.6000001
0.16691177	0.3774559	0.6500001
0.15857843	0.39597058	0.7000001
0.1504902	0.41386274	0.7500001
0.14534314	0.43143627	0.80000013
0.13725491	0.44925	0.85000014
0.13137256	0.46661276	0.90000015
0.12622549	0.4832549	0.95000017
0.120343134	0.4999951	1.0000001
0.115686275	0.516549	1.0500001
0.110784315	0.53212744	1.1
0.10637255	0.54796076	1.15
0.10294118	0.56266177	1.1999999
0.0997549	0.57708824	1.2499999
0.095343135	0.5913873	1.2999998
0.092156865	0.60469115	1.3499998
0.0875	0.6174412	1.3999997
0.08504902	0.62994117	1.4499997
0.08137255	0.64237744	1.4999996
0.078431375	0.65422547	1.5499996
0.07328431	0.6654069	1.5999995
0.07009804	0.67638236	1.6499995
0.06764706	0.6864853	1.6999995
0.064460784	0.69639707	1.7499994
0.0627451	0.7059608	1.7999994
0.061519608	0.7152598	1.8499993
0.058088236	0.72411275	1.8999993
0.055882353	0.7327206	1.9499992
0.054656863	0.74088234	1.9999992
0.05245098	0.74828434	2.0499992
0.049754903	0.7554902	2.0999992
0.04754902	0.7625392	2.1499991
0.045588236	0.76894605	2.199999
0.043627452	0.77517647	2.249999
0.041666668	0.7815441	2.299999
0.039215688	0.7869412	2.349999
0.03897059	0.7924706	2.399999
0.037990198	0.797701	2.4499989
0.0375	0.8024412	2.4999988
0.036029413	0.80716175	2.5499988
0.034313727	0.8117745	2.5999987
0.031862747	0.8158578	2.6499987
0.031127451	0.8200196	2.6999986
0.030637255	0.824049	2.7499986
0.029411765	0.8282549	2.7999985
0.027941177	0.8320196	2.8499985
0.025980392	0.8354951	2.8999984
0.025490196	0.8389902	2.9499984
0.025	0.8422549	2.9999983
