FRR	FAR	numDesviaciones
0.3360294	0.1345196	0.0
0.31519607	0.14965686	0.05
0.29338235	0.16568138	0.1
0.27450982	0.18295588	0.15
0.25686276	0.2007647	0.2
0.24289216	0.21928921	0.25
0.22794117	0.23768628	0.3
0.21544118	0.25731373	0.35000002
0.20539215	0.2765392	0.40000004
0.19607843	0.29625	0.45000005
0.1872549	0.3165343	0.50000006
0.17990196	0.33588237	0.5500001
0.17377451	0.35491666	0.6000001
0.16715686	0.37384805	0.6500001
0.15808824	0.39261764	0.7000001
0.15	0.41120097	0.7500001
0.14436275	0.42938235	0.80000013
0.13872549	0.44715196	0.85000014
0.13161765	0.46466666	0.90000015
0.1252451	0.4815343	0.95000017
0.120588236	0.4990196	1.0000001
0.11691176	0.51562256	1.0500001
0.1125	0.5319314	1.1
0.10759804	0.5480098	1.15
0.10539216	0.5633137	1.1999999
0.10073529	0.5782549	1.2499999
0.09681372	0.59283334	1.2999998
0.09264706	0.6071274	1.3499998
0.08848039	0.62027943	1.3999997
0.083333336	0.63283825	1.4499997
0.08014706	0.64547056	1.4999996
0.07647059	0.6580098	1.5499996
0.07254902	0.6697451	1.5999995
0.069362745	0.68109316	1.6499995
0.067156866	0.6915049	1.6999995
0.0632353	0.70166177	1.7499994
0.06127451	0.71146566	1.7999994
0.059313726	0.72105885	1.8499993
0.05735294	0.7301422	1.8999993
0.055637255	0.7385049	1.9499992
0.05392157	0.74631375	1.9999992
0.05245098	0.7541127	2.0499992
0.05147059	0.7615196	2.0999992
0.049754903	0.7679755	2.1499991
0.045833334	0.77435297	2.199999
0.043382354	0.7808088	2.249999
0.042401962	0.78668135	2.299999
0.040931374	0.7922549	2.349999
0.039460786	0.7972598	2.399999
0.037990198	0.802299	2.4499989
0.037009805	0.8070147	2.4999988
0.035784315	0.8116127	2.5499988
0.033578433	0.8163039	2.5999987
0.033088237	0.8205049	2.6499987
0.032352943	0.82467157	2.6999986
0.031127451	0.82863235	2.7499986
0.02990196	0.8322353	2.7999985
0.02867647	0.83585787	2.8499985
0.027205883	0.83945096	2.8999984
0.025980392	0.84292644	2.9499984
0.025490196	0.8459755	2.9999983
