FRR	FAR	numDesviaciones
0.33553922	0.112495095	0.0
0.3120098	0.12649019	0.05
0.2887255	0.14136274	0.1
0.27058825	0.15708333	0.15
0.25588235	0.17342156	0.2
0.23946078	0.19056863	0.25
0.22818628	0.2075049	0.3
0.21715686	0.22525491	0.35000002
0.20490196	0.24372059	0.40000004
0.19485295	0.26248038	0.45000005
0.18455882	0.2814804	0.50000006
0.17622548	0.2997451	0.5500001
0.16838235	0.3177647	0.6000001
0.16176471	0.33589706	0.6500001
0.15661764	0.35405883	0.7000001
0.15	0.3717794	0.7500001
0.14534314	0.38908824	0.80000013
0.13725491	0.40635785	0.85000014
0.13161765	0.4237255	0.90000015
0.12671569	0.4404951	0.95000017
0.12205882	0.4572304	1.0000001
0.11544117	0.47331864	1.0500001
0.111519605	0.48937255	1.1
0.10808823	0.5049853	1.15
0.10392157	0.5204314	1.1999999
0.0997549	0.5357696	1.2499999
0.09607843	0.5506863	1.2999998
0.09240196	0.5649118	1.3499998
0.08897059	0.5790686	1.3999997
0.08504902	0.59241176	1.4499997
0.08039216	0.60489213	1.4999996
0.07647059	0.61782354	1.5499996
0.07377451	0.6301324	1.5999995
0.06960785	0.64219606	1.6499995
0.06666667	0.6537941	1.6999995
0.063725494	0.66508335	1.7499994
0.06102941	0.6760049	1.7999994
0.05980392	0.68664217	1.8499993
0.05735294	0.6966323	1.8999993
0.05514706	0.706701	1.9499992
0.053431373	0.71610785	1.9999992
0.05122549	0.7250294	2.0499992
0.048284315	0.73389703	2.0999992
0.046813726	0.7422353	2.1499991
0.045833334	0.7505	2.199999
0.04411765	0.7582451	2.249999
0.042401962	0.76593137	2.299999
0.041911766	0.7727941	2.349999
0.039460786	0.7795637	2.399999
0.0375	0.7855784	2.4499989
0.036764707	0.7912108	2.4999988
0.035784315	0.79687256	2.5499988
0.03504902	0.80208826	2.5999987
0.033088237	0.8072206	2.6499987
0.032107845	0.81210786	2.6999986
0.03161765	0.8164804	2.7499986
0.031127451	0.82092154	2.7999985
0.028921569	0.82483333	2.8499985
0.027941177	0.82878923	2.8999984
0.026470589	0.8325049	2.9499984
0.025980392	0.8361226	2.9999983
