FRR	FAR	numDesviaciones
0.33284312	0.10807353	0.0
0.3129902	0.12158824	0.05
0.28946078	0.13607843	0.1
0.26862746	0.15094608	0.15
0.25465685	0.16654412	0.2
0.23970588	0.18327451	0.25
0.22867647	0.20055883	0.3
0.21715686	0.21770588	0.35000002
0.20539215	0.236	0.40000004
0.19583334	0.25437745	0.45000005
0.1872549	0.27292648	0.50000006
0.17916666	0.29193628	0.5500001
0.16887255	0.31106862	0.6000001
0.1615196	0.32944608	0.6500001
0.15539216	0.34802452	0.7000001
0.14926471	0.36560294	0.7500001
0.14215687	0.38345587	0.80000013
0.1377451	0.40143138	0.85000014
0.13259804	0.41864216	0.90000015
0.12745099	0.43607843	0.95000017
0.12107843	0.4529951	1.0000001
0.11544117	0.46996078	1.0500001
0.1125	0.48679903	1.1
0.10710784	0.50337255	1.15
0.104411766	0.5190882	1.1999999
0.09901961	0.5346765	1.2499999
0.09607843	0.5497647	1.2999998
0.09362745	0.5646961	1.3499998
0.08921569	0.57900983	1.3999997
0.08455882	0.5927794	1.4499997
0.07990196	0.6060637	1.4999996
0.076715685	0.6192647	1.5499996
0.07303922	0.6320392	1.5999995
0.07009804	0.64425	1.6499995
0.067156866	0.65610784	1.6999995
0.06421569	0.66745096	1.7499994
0.0625	0.67841667	1.7999994
0.059558824	0.6890539	1.8499993
0.058088236	0.69960785	1.8999993
0.055882353	0.7092402	1.9499992
0.054411765	0.7185441	1.9999992
0.052205883	0.7274412	2.0499992
0.049264707	0.73612255	2.0999992
0.046813726	0.7442598	2.1499991
0.045588236	0.75216174	2.199999
0.04387255	0.7595735	2.249999
0.043137256	0.7663382	2.299999
0.04117647	0.77287745	2.349999
0.03897059	0.77918625	2.399999
0.0375	0.7854363	2.4499989
0.036764707	0.7912745	2.4999988
0.035539217	0.7965245	2.5499988
0.034558825	0.80189705	2.5999987
0.033088237	0.80687255	2.6499987
0.031862747	0.8115882	2.6999986
0.030882353	0.816201	2.7499986
0.030882353	0.8206667	2.7999985
0.02867647	0.8244951	2.8499985
0.027205883	0.82790685	2.8999984
0.025980392	0.8315098	2.9499984
0.025980392	0.8349706	2.9999983
