FRR	FAR	numDesviaciones
0.33308825	0.14246078	0.0
0.3112745	0.15822549	0.05
0.2904412	0.1742402	0.1
0.27156863	0.19145098	0.15
0.25392157	0.20944607	0.2
0.2382353	0.2275196	0.25
0.22818628	0.24609314	0.3
0.21642157	0.26505393	0.35000002
0.20514706	0.28371078	0.40000004
0.19289216	0.30270097	0.45000005
0.18186274	0.32130882	0.50000006
0.1740196	0.33969608	0.5500001
0.16764706	0.35781863	0.6000001
0.1615196	0.37565687	0.6500001
0.15514706	0.39318627	0.7000001
0.14926471	0.41064706	0.7500001
0.14240196	0.42775	0.80000013
0.1384804	0.44434804	0.85000014
0.13186274	0.46081862	0.90000015
0.12769608	0.4770294	0.95000017
0.12205882	0.49320588	1.0000001
0.11691176	0.509549	1.0500001
0.1120098	0.5250098	1.1
0.10857843	0.5405049	1.15
0.10294118	0.55530393	1.1999999
0.1	0.5698137	1.2499999
0.09583333	0.58411765	1.2999998
0.09264706	0.5977892	1.3499998
0.08921569	0.6109804	1.3999997
0.08431373	0.62386763	1.4499997
0.08112745	0.63616174	1.4999996
0.07696079	0.6481814	1.5499996
0.07328431	0.65969115	1.5999995
0.06838235	0.6704706	1.6499995
0.067156866	0.68133825	1.6999995
0.06397059	0.69138724	1.7499994
0.06004902	0.701701	1.7999994
0.05857843	0.7113235	1.8499993
0.056617647	0.720848	1.8999993
0.054166667	0.7303578	1.9499992
0.053431373	0.73928434	1.9999992
0.05122549	0.74746567	2.0499992
0.049264707	0.7557941	2.0999992
0.04632353	0.76356375	2.1499991
0.04534314	0.77068627	2.199999
0.04387255	0.77790195	2.249999
0.042892158	0.78428924	2.299999
0.04117647	0.7902353	2.349999
0.039215688	0.7959559	2.399999
0.0377451	0.8012255	2.4499989
0.037254903	0.8064804	2.4999988
0.036029413	0.8114608	2.5499988
0.03504902	0.81620586	2.5999987
0.033578433	0.82065684	2.6499987
0.03259804	0.82492155	2.6999986
0.031862747	0.8290882	2.7499986
0.030637255	0.8329755	2.7999985
0.029411765	0.836799	2.8499985
0.028431373	0.8402549	2.8999984
0.027205883	0.84336275	2.9499984
0.026470589	0.84619117	2.9999983
