FRR	FAR	numDesviaciones
0.33333334	0.14305882	0.0
0.3110294	0.1592402	0.05
0.2904412	0.17593138	0.1
0.27034312	0.19316667	0.15
0.25343138	0.21130392	0.2
0.24240196	0.23033333	0.25
0.22990195	0.24961275	0.3
0.21764706	0.26914707	0.35000002
0.20612745	0.28865686	0.40000004
0.19534314	0.30834314	0.45000005
0.18872549	0.3277255	0.50000006
0.18063726	0.34763727	0.5500001
0.17156863	0.36682352	0.6000001
0.16495098	0.3860343	0.6500001
0.15759803	0.4044853	0.7000001
0.1509804	0.42216668	0.7500001
0.14387254	0.4399951	0.80000013
0.1384804	0.4572794	0.85000014
0.13210784	0.47463724	0.90000015
0.1254902	0.4919951	0.95000017
0.120588236	0.5085539	1.0000001
0.11519608	0.52485293	1.0500001
0.111519605	0.541049	1.1
0.10637255	0.55642647	1.15
0.10367647	0.57153434	1.1999999
0.1004902	0.5863627	1.2499999
0.09632353	0.60015684	1.2999998
0.09264706	0.61362743	1.3499998
0.08848039	0.6269608	1.3999997
0.084803924	0.6399657	1.4499997
0.080637254	0.6524265	1.4999996
0.07622549	0.6642794	1.5499996
0.07279412	0.67559314	1.5999995
0.06838235	0.68665195	1.6499995
0.06666667	0.6972451	1.6999995
0.06348039	0.7075	1.7499994
0.060784314	0.7166765	1.7999994
0.059558824	0.7259804	1.8499993
0.05759804	0.73477453	1.8999993
0.055637255	0.7432794	1.9499992
0.05392157	0.75133336	1.9999992
0.052941177	0.758848	2.0499992
0.05122549	0.7659902	2.0999992
0.048284315	0.77263236	2.1499991
0.04509804	0.7787941	2.199999
0.043627452	0.78491664	2.249999
0.043382354	0.7909559	2.299999
0.040931374	0.7963284	2.349999
0.039215688	0.80116665	2.399999
0.038235296	0.80613726	2.4499989
0.036764707	0.81080884	2.4999988
0.03529412	0.81539214	2.5499988
0.034313727	0.8196912	2.5999987
0.03284314	0.8239755	2.6499987
0.032107845	0.8278922	2.6999986
0.03137255	0.83166665	2.7499986
0.030392157	0.8352402	2.7999985
0.029166667	0.8388823	2.8499985
0.02745098	0.8420049	2.8999984
0.025980392	0.84534806	2.9499984
0.025735294	0.8483284	2.9999983
