FRR	FAR	numDesviaciones
0.3480392	0.07779902	0.0
0.3240196	0.088730395	0.05
0.2990196	0.10048039	0.1
0.2784314	0.11242647	0.15
0.2615196	0.1257304	0.2
0.24828431	0.13954902	0.25
0.23480392	0.15330392	0.3
0.22254902	0.16880882	0.35000002
0.21078432	0.18407843	0.40000004
0.2009804	0.19968137	0.45000005
0.19068627	0.2157696	0.50000006
0.17941177	0.232	0.5500001
0.17377451	0.24768628	0.6000001
0.16544117	0.26356372	0.6500001
0.15784314	0.2792255	0.7000001
0.15	0.29458332	0.7500001
0.14362745	0.30969608	0.80000013
0.1375	0.32608825	0.85000014
0.13210784	0.342	0.90000015
0.1254902	0.35745588	0.95000017
0.12205882	0.37297058	1.0000001
0.11740196	0.38839215	1.0500001
0.1120098	0.40292156	1.1
0.10784314	0.41778922	1.15
0.10147059	0.4317647	1.1999999
0.09901961	0.44642156	1.2499999
0.09558824	0.4607549	1.2999998
0.09117647	0.47469118	1.3499998
0.08848039	0.48882353	1.3999997
0.083088234	0.50224507	1.4499997
0.08039216	0.51569116	1.4999996
0.07622549	0.5288873	1.5499996
0.07377451	0.54095095	1.5999995
0.07009804	0.5532843	1.6499995
0.066911764	0.56487745	1.6999995
0.06544118	0.5766078	1.7499994
0.062254902	0.58836764	1.7999994
0.059313726	0.5994804	1.8499993
0.05637255	0.6109608	1.8999993
0.053186275	0.6218186	1.9499992
0.05147059	0.6324755	1.9999992
0.049509805	0.6429314	2.0499992
0.04779412	0.65307355	2.0999992
0.045833334	0.66316664	2.1499991
0.044362746	0.67287254	2.199999
0.041666668	0.68225	2.249999
0.04117647	0.6911716	2.299999
0.039460786	0.6999069	2.349999
0.038480394	0.70845586	2.399999
0.03651961	0.71668136	2.4499989
0.03529412	0.72488236	2.4999988
0.034558825	0.7325735	2.5499988
0.03406863	0.7399167	2.5999987
0.03259804	0.74684805	2.6499987
0.03161765	0.75363725	2.6999986
0.030882353	0.75994116	2.7499986
0.030392157	0.7661716	2.7999985
0.029166667	0.77209806	2.8499985
0.027696079	0.77805394	2.8999984
0.026715687	0.7838088	2.9499984
0.025735294	0.7892745	2.9999983
