FRR	FAR	numDesviaciones
0.33186275	0.12754902	0.0
0.3112745	0.14303921	0.05
0.28799018	0.1592255	0.1
0.26519608	0.1760049	0.15
0.2512255	0.19374509	0.2
0.2375	0.21223529	0.25
0.22818628	0.23070098	0.3
0.21813725	0.24996568	0.35000002
0.20294118	0.26934803	0.40000004
0.19436274	0.28879413	0.45000005
0.1867647	0.30892158	0.50000006
0.17696078	0.3285196	0.5500001
0.16838235	0.34795588	0.6000001
0.16176471	0.36727452	0.6500001
0.15612745	0.38589215	0.7000001
0.1495098	0.40422058	0.7500001
0.14240196	0.42210293	0.80000013
0.1382353	0.439799	0.85000014
0.13235295	0.45741665	0.90000015
0.12598039	0.47466666	0.95000017
0.12083333	0.49208334	1.0000001
0.11666667	0.5095147	1.0500001
0.11102941	0.525701	1.1
0.10710784	0.54136276	1.15
0.103431374	0.5563039	1.1999999
0.099509805	0.5712598	1.2499999
0.09632353	0.5854608	1.2999998
0.092892155	0.5992745	1.3499998
0.08921569	0.6129216	1.3999997
0.08455882	0.6259265	1.4499997
0.08112745	0.6384706	1.4999996
0.076715685	0.6507696	1.5499996
0.073529415	0.66270095	1.5999995
0.06985294	0.67393625	1.6499995
0.066176474	0.6847941	1.6999995
0.062990196	0.6954706	1.7499994
0.06102941	0.705549	1.7999994
0.05980392	0.7152696	1.8499993
0.05759804	0.72469115	1.8999993
0.055882353	0.7334363	1.9499992
0.05367647	0.74178433	1.9999992
0.05245098	0.7497353	2.0499992
0.05	0.75764215	2.0999992
0.046813726	0.76482844	2.1499991
0.04534314	0.7718725	2.199999
0.043627452	0.77853924	2.249999
0.042401962	0.784701	2.299999
0.041666668	0.7907892	2.349999
0.04019608	0.7965098	2.399999
0.037990198	0.801799	2.4499989
0.036764707	0.8068578	2.4999988
0.035539217	0.8115686	2.5499988
0.034803923	0.8161912	2.5999987
0.033088237	0.82055885	2.6499987
0.032107845	0.82453924	2.6999986
0.03137255	0.8283088	2.7499986
0.030882353	0.83177453	2.7999985
0.029411765	0.83538723	2.8499985
0.028186275	0.8388578	2.8999984
0.02622549	0.84213233	2.9499984
0.02622549	0.8451716	2.9999983
