FRR	FAR	numDesviaciones
0.33504903	0.12987745	0.0
0.3093137	0.14571078	0.05
0.2870098	0.1625098	0.1
0.26813725	0.17893137	0.15
0.25220588	0.19715686	0.2
0.2382353	0.2157304	0.25
0.22843137	0.23487255	0.3
0.21519607	0.25367647	0.35000002
0.20441176	0.27325982	0.40000004
0.19534314	0.29258335	0.45000005
0.18578431	0.31267157	0.50000006
0.17769608	0.3322843	0.5500001
0.16960785	0.35156864	0.6000001
0.1637255	0.3704902	0.6500001
0.15612745	0.38920587	0.7000001
0.14828432	0.40753922	0.7500001
0.14313726	0.42519608	0.80000013
0.1384804	0.44290686	0.85000014
0.13284314	0.46029413	0.90000015
0.12622549	0.4776961	0.95000017
0.12083333	0.4952892	1.0000001
0.11666667	0.5122451	1.0500001
0.11127451	0.5285	1.1
0.10808823	0.5439853	1.15
0.10367647	0.55917645	1.1999999
0.1004902	0.57346076	1.2499999
0.09656863	0.58787745	1.2999998
0.09264706	0.60143626	1.3499998
0.08848039	0.61519116	1.3999997
0.085539214	0.62813723	1.4499997
0.080882356	0.64084804	1.4999996
0.076715685	0.6530833	1.5499996
0.073529415	0.66466177	1.5999995
0.06838235	0.6758039	1.6499995
0.06642157	0.68669116	1.6999995
0.063725494	0.6975392	1.7499994
0.060784314	0.70759314	1.7999994
0.059068628	0.71730393	1.8499993
0.05759804	0.726598	1.8999993
0.055392157	0.73539704	1.9499992
0.053431373	0.7438088	1.9999992
0.05269608	0.75208336	2.0499992
0.050490197	0.7596422	2.0999992
0.04754902	0.76650983	2.1499991
0.045588236	0.77361274	2.199999
0.043382354	0.7802157	2.249999
0.04264706	0.78654414	2.299999
0.041666668	0.79256374	2.349999
0.03995098	0.79796076	2.399999
0.038235296	0.8033039	2.4499989
0.03651961	0.8082353	2.4999988
0.035784315	0.81306374	2.5499988
0.034313727	0.81759804	2.5999987
0.03382353	0.82171077	2.6499987
0.032107845	0.8257647	2.6999986
0.03137255	0.8295294	2.7499986
0.030637255	0.8331569	2.7999985
0.029411765	0.8366078	2.8499985
0.028431373	0.839951	2.8999984
0.02622549	0.8430882	2.9499984
0.025980392	0.84610784	2.9999983
