FRR	FAR	numDesviaciones
0.33700982	0.13975	0.0
0.3107843	0.15542157	0.05
0.2887255	0.17218137	0.1
0.2742647	0.1885	0.15
0.25857842	0.20603432	0.2
0.24264705	0.22428432	0.25
0.22818628	0.2434706	0.3
0.21544118	0.26234314	0.35000002
0.20441176	0.28138235	0.40000004
0.19485295	0.30055392	0.45000005
0.18529412	0.32012254	0.50000006
0.17892157	0.33939216	0.5500001
0.17254902	0.35816178	0.6000001
0.1637255	0.3770245	0.6500001
0.15661764	0.39460784	0.7000001
0.14828432	0.41237745	0.7500001
0.14436275	0.43013236	0.80000013
0.1377451	0.44803432	0.85000014
0.13014705	0.46543136	0.90000015
0.1247549	0.4832892	0.95000017
0.12181372	0.5002647	1.0000001
0.11789215	0.5165049	1.0500001
0.113235295	0.5325735	1.1
0.10857843	0.5481961	1.15
0.10539216	0.56297547	1.1999999
0.10073529	0.5778284	1.2499999
0.09754902	0.5916912	1.2999998
0.092892155	0.6054951	1.3499998
0.0877451	0.6188088	1.3999997
0.08455882	0.6320294	1.4499997
0.07990196	0.6444363	1.4999996
0.07622549	0.6569118	1.5499996
0.07328431	0.6684608	1.5999995
0.06960785	0.6795343	1.6499995
0.066176474	0.69012743	1.6999995
0.06421569	0.7005196	1.7499994
0.06102941	0.7107255	1.7999994
0.057843138	0.72022057	1.8499993
0.056617647	0.7296716	1.8999993
0.054411765	0.7385392	1.9499992
0.053431373	0.7470294	1.9999992
0.051960785	0.75482845	2.0499992
0.05	0.76258826	2.0999992
0.048529413	0.76971567	2.1499991
0.045588236	0.77666664	2.199999
0.04411765	0.7832549	2.249999
0.04264706	0.7892304	2.299999
0.04142157	0.7948235	2.349999
0.039705884	0.8001569	2.399999
0.037990198	0.80539215	2.4499989
0.036764707	0.81065196	2.4999988
0.035539217	0.8151078	2.5499988
0.034558825	0.8197108	2.5999987
0.03382353	0.8235588	2.6499987
0.03259804	0.82762253	2.6999986
0.03137255	0.8314363	2.7499986
0.030882353	0.8350539	2.7999985
0.028921569	0.83874017	2.8499985
0.027941177	0.8418922	2.8999984
0.026470589	0.8452451	2.9499984
0.025490196	0.8480637	2.9999983
