FRR	FAR	numDesviaciones
0.33210784	0.14913726	0.0
0.30833334	0.1652549	0.05
0.2877451	0.1822549	0.1
0.27107844	0.19983824	0.15
0.25220588	0.21760784	0.2
0.23700981	0.23645589	0.25
0.22867647	0.25487745	0.3
0.21838236	0.27363235	0.35000002
0.20784314	0.2927059	0.40000004
0.19215687	0.31214705	0.45000005
0.18431373	0.33138725	0.50000006
0.17524509	0.34960294	0.5500001
0.16715686	0.3679755	0.6000001
0.16127451	0.38656372	0.6500001
0.15612745	0.40413237	0.7000001
0.14926471	0.42207354	0.7500001
0.14362745	0.4387696	0.80000013
0.13725491	0.45566666	0.85000014
0.13284314	0.47214705	0.90000015
0.1257353	0.4887843	0.95000017
0.12009804	0.5043088	1.0000001
0.11666667	0.52066666	1.0500001
0.11127451	0.5364265	1.1
0.10735294	0.55140686	1.15
0.103431374	0.5662402	1.1999999
0.100245096	0.5810147	1.2499999
0.09607843	0.5949804	1.2999998
0.09264706	0.6081029	1.3499998
0.087254904	0.6209902	1.3999997
0.084068626	0.6335637	1.4499997
0.080882356	0.6455637	1.4999996
0.07745098	0.6575098	1.5499996
0.074264705	0.66893137	1.5999995
0.06887255	0.6796716	1.6499995
0.066911764	0.6902598	1.6999995
0.0632353	0.70013237	1.7499994
0.06004902	0.7099461	1.7999994
0.059068628	0.7196618	1.8499993
0.05735294	0.72925	1.8999993
0.055392157	0.7377549	1.9499992
0.052941177	0.7461078	1.9999992
0.05147059	0.75419116	2.0499992
0.04901961	0.76213723	2.0999992
0.04754902	0.76960295	2.1499991
0.045588236	0.77695096	2.199999
0.044362746	0.78340197	2.249999
0.042401962	0.78961766	2.299999
0.04142157	0.7955588	2.349999
0.03995098	0.80088234	2.399999
0.037990198	0.8060882	2.4499989
0.037009805	0.8113088	2.4999988
0.035784315	0.8160147	2.5499988
0.034558825	0.82036763	2.5999987
0.033578433	0.8244902	2.6499987
0.03284314	0.8284706	2.6999986
0.03137255	0.8322794	2.7499986
0.031127451	0.8358529	2.7999985
0.029656863	0.8393284	2.8499985
0.027941177	0.8427549	2.8999984
0.026960785	0.84568137	2.9499984
0.02622549	0.84864706	2.9999983
