FRR	FAR	numDesviaciones
0.3377451	0.10217647	0.0
0.3137255	0.11451961	0.05
0.29534313	0.12786765	0.1
0.27598038	0.14214216	0.15
0.26102942	0.15742648	0.2
0.24754901	0.17345588	0.25
0.23112746	0.18995588	0.3
0.21691176	0.20634314	0.35000002
0.20612745	0.22364216	0.40000004
0.19656862	0.2422206	0.45000005
0.1889706	0.2597843	0.50000006
0.18014705	0.2783088	0.5500001
0.17205882	0.29652452	0.6000001
0.16348039	0.31492156	0.6500001
0.15686275	0.33270097	0.7000001
0.15	0.35018137	0.7500001
0.14387254	0.36810786	0.80000013
0.13897058	0.38593137	0.85000014
0.13382353	0.40333822	0.90000015
0.1252451	0.42098528	0.95000017
0.120343134	0.43807843	1.0000001
0.11519608	0.45515198	1.0500001
0.11102941	0.47175	1.1
0.10710784	0.48844117	1.15
0.104166664	0.50427943	1.1999999
0.0992647	0.52018136	1.2499999
0.09632353	0.5351471	1.2999998
0.09313726	0.55025	1.3499998
0.089705884	0.56487256	1.3999997
0.085784316	0.57912254	1.4499997
0.080637254	0.5928186	1.4999996
0.076715685	0.6064265	1.5499996
0.07303922	0.6193382	1.5999995
0.07009804	0.6319265	1.6499995
0.06789216	0.644549	1.6999995
0.06544118	0.65641665	1.7499994
0.0632353	0.6680196	1.7999994
0.06127451	0.6791422	1.8499993
0.05857843	0.6896961	1.8999993
0.05637255	0.70007354	1.9499992
0.053431373	0.7098382	1.9999992
0.05122549	0.7189706	2.0499992
0.049264707	0.7280784	2.0999992
0.04754902	0.7364853	2.1499991
0.04632353	0.74442154	2.199999
0.04411765	0.75181866	2.249999
0.042892158	0.75911766	2.299999
0.040441178	0.7660735	2.349999
0.038480394	0.77258825	2.399999
0.037254903	0.77836764	2.4499989
0.03651961	0.78420585	2.4999988
0.03529412	0.7894608	2.5499988
0.03284314	0.79455394	2.5999987
0.03259804	0.7993382	2.6499987
0.031127451	0.8040441	2.6999986
0.030392157	0.8086078	2.7499986
0.030147059	0.8131226	2.7999985
0.028431373	0.8175147	2.8499985
0.02622549	0.82133824	2.8999984
0.025980392	0.8252892	2.9499984
0.025735294	0.8290637	2.9999983
