FRR	FAR	Caracteristicas
0.21715686	0.18590686	ft2(1.25),ft4(1.25)
0.19901961	0.22214706	ft2(1.25),ft4(1.5)
0.19877452	0.23608333	ft2(1.25),ft4(1.75)
0.19877452	0.24160294	ft2(1.25),ft4(2.0)
0.19877452	0.24370098	ft2(1.25),ft4(2.25)
0.2007353	0.23135294	ft2(1.5),ft4(1.25)
0.13578431	0.3219755	ft2(1.5),ft4(1.5)
0.12818627	0.36444607	ft2(1.5),ft4(1.75)
0.12818627	0.3817892	ft2(1.5),ft4(2.0)
0.12818627	0.38854903	ft2(1.5),ft4(2.25)
0.2	0.24315687	ft2(1.75),ft4(1.25)
0.12671569	0.36965686	ft2(1.75),ft4(1.5)
0.09877451	0.45475	ft2(1.75),ft4(1.75)
0.09485294	0.49288726	ft2(1.75),ft4(2.0)
0.09362745	0.50980884	ft2(1.75),ft4(2.25)
0.2	0.24526961	ft2(2.0),ft4(1.25)
0.125	0.38366178	ft2(2.0),ft4(1.5)
0.09240196	0.49864706	ft2(2.0),ft4(1.75)
0.074264705	0.5669608	ft2(2.0),ft4(2.0)
0.06887255	0.5994804	ft2(2.0),ft4(2.25)
0.2	0.24554902	ft2(2.25),ft4(1.25)
0.125	0.38658333	ft2(2.25),ft4(1.5)
0.092156865	0.5132304	ft2(2.25),ft4(1.75)
0.07034314	0.6063333	ft2(2.25),ft4(2.0)
0.05759804	0.65997547	ft2(2.25),ft4(2.25)
