FRR	FAR	Caracteristicas
0.3492647	0.036607843	dt(1.25),ft1(1.25),ft3(1.25),ft4(1.25)
0.34044117	0.039161764	dt(1.25),ft1(1.25),ft3(1.25),ft4(1.5)
0.34044117	0.039210785	dt(1.25),ft1(1.25),ft3(1.25),ft4(1.75)
0.34044117	0.039210785	dt(1.25),ft1(1.25),ft3(1.25),ft4(2.0)
0.34044117	0.039210785	dt(1.25),ft1(1.25),ft3(1.25),ft4(2.25)
0.34534314	0.03717157	dt(1.25),ft1(1.25),ft3(1.5),ft4(1.25)
0.32794118	0.04192647	dt(1.25),ft1(1.25),ft3(1.5),ft4(1.5)
0.327451	0.042558823	dt(1.25),ft1(1.25),ft3(1.5),ft4(1.75)
0.327451	0.04257353	dt(1.25),ft1(1.25),ft3(1.5),ft4(2.0)
0.327451	0.04257353	dt(1.25),ft1(1.25),ft3(1.5),ft4(2.25)
0.34509805	0.03717157	dt(1.25),ft1(1.25),ft3(1.75),ft4(1.25)
0.32769608	0.041941177	dt(1.25),ft1(1.25),ft3(1.75),ft4(1.5)
0.3272059	0.04261765	dt(1.25),ft1(1.25),ft3(1.75),ft4(1.75)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft3(1.75),ft4(2.0)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft3(1.75),ft4(2.25)
0.34509805	0.03717157	dt(1.25),ft1(1.25),ft3(2.0),ft4(1.25)
0.32769608	0.041941177	dt(1.25),ft1(1.25),ft3(2.0),ft4(1.5)
0.3272059	0.04261765	dt(1.25),ft1(1.25),ft3(2.0),ft4(1.75)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft3(2.0),ft4(2.0)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft3(2.0),ft4(2.25)
0.34509805	0.03717157	dt(1.25),ft1(1.25),ft3(2.25),ft4(1.25)
0.32769608	0.041941177	dt(1.25),ft1(1.25),ft3(2.25),ft4(1.5)
0.3272059	0.04261765	dt(1.25),ft1(1.25),ft3(2.25),ft4(1.75)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft3(2.25),ft4(2.0)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft3(2.25),ft4(2.25)
0.3392157	0.039862745	dt(1.25),ft1(1.5),ft3(1.25),ft4(1.25)
0.32867646	0.043107845	dt(1.25),ft1(1.5),ft3(1.25),ft4(1.5)
0.32867646	0.04318137	dt(1.25),ft1(1.5),ft3(1.25),ft4(1.75)
0.32867646	0.04318137	dt(1.25),ft1(1.5),ft3(1.25),ft4(2.0)
0.32867646	0.04318137	dt(1.25),ft1(1.5),ft3(1.25),ft4(2.25)
0.32647058	0.04267157	dt(1.25),ft1(1.5),ft3(1.5),ft4(1.25)
0.28333333	0.054063726	dt(1.25),ft1(1.5),ft3(1.5),ft4(1.5)
0.28014705	0.05612745	dt(1.25),ft1(1.5),ft3(1.5),ft4(1.75)
0.28014705	0.056166667	dt(1.25),ft1(1.5),ft3(1.5),ft4(2.0)
0.28014705	0.056166667	dt(1.25),ft1(1.5),ft3(1.5),ft4(2.25)
0.3262255	0.04272059	dt(1.25),ft1(1.5),ft3(1.75),ft4(1.25)
0.28210783	0.0545049	dt(1.25),ft1(1.5),ft3(1.75),ft4(1.5)
0.275	0.058205884	dt(1.25),ft1(1.5),ft3(1.75),ft4(1.75)
0.275	0.058710784	dt(1.25),ft1(1.5),ft3(1.75),ft4(2.0)
0.275	0.05872059	dt(1.25),ft1(1.5),ft3(1.75),ft4(2.25)
0.3262255	0.04272059	dt(1.25),ft1(1.5),ft3(2.0),ft4(1.25)
0.28210783	0.0545049	dt(1.25),ft1(1.5),ft3(2.0),ft4(1.5)
0.275	0.058210783	dt(1.25),ft1(1.5),ft3(2.0),ft4(1.75)
0.275	0.058735292	dt(1.25),ft1(1.5),ft3(2.0),ft4(2.0)
0.275	0.058754902	dt(1.25),ft1(1.5),ft3(2.0),ft4(2.25)
0.3262255	0.04272059	dt(1.25),ft1(1.5),ft3(2.25),ft4(1.25)
0.28210783	0.0545049	dt(1.25),ft1(1.5),ft3(2.25),ft4(1.5)
0.275	0.058210783	dt(1.25),ft1(1.5),ft3(2.25),ft4(1.75)
0.275	0.058735292	dt(1.25),ft1(1.5),ft3(2.25),ft4(2.0)
0.275	0.058754902	dt(1.25),ft1(1.5),ft3(2.25),ft4(2.25)
0.3392157	0.040014707	dt(1.25),ft1(1.75),ft3(1.25),ft4(1.25)
0.32867646	0.043289214	dt(1.25),ft1(1.75),ft3(1.25),ft4(1.5)
0.32867646	0.043367647	dt(1.25),ft1(1.75),ft3(1.25),ft4(1.75)
0.32867646	0.043367647	dt(1.25),ft1(1.75),ft3(1.25),ft4(2.0)
0.32867646	0.043367647	dt(1.25),ft1(1.75),ft3(1.25),ft4(2.25)
0.32647058	0.04375	dt(1.25),ft1(1.75),ft3(1.5),ft4(1.25)
0.28039217	0.057034314	dt(1.25),ft1(1.75),ft3(1.5),ft4(1.5)
0.2769608	0.0595049	dt(1.25),ft1(1.75),ft3(1.5),ft4(1.75)
0.2769608	0.05954902	dt(1.25),ft1(1.75),ft3(1.5),ft4(2.0)
0.2769608	0.05954902	dt(1.25),ft1(1.75),ft3(1.5),ft4(2.25)
0.3262255	0.043892156	dt(1.25),ft1(1.75),ft3(1.75),ft4(1.25)
0.27303922	0.059357844	dt(1.25),ft1(1.75),ft3(1.75),ft4(1.5)
0.25269607	0.067593135	dt(1.25),ft1(1.75),ft3(1.75),ft4(1.75)
0.2514706	0.06909314	dt(1.25),ft1(1.75),ft3(1.75),ft4(2.0)
0.2514706	0.069107845	dt(1.25),ft1(1.75),ft3(1.75),ft4(2.25)
0.3262255	0.043892156	dt(1.25),ft1(1.75),ft3(2.0),ft4(1.25)
0.27279413	0.05937745	dt(1.25),ft1(1.75),ft3(2.0),ft4(1.5)
0.2509804	0.06789706	dt(1.25),ft1(1.75),ft3(2.0),ft4(1.75)
0.24779412	0.07045588	dt(1.25),ft1(1.75),ft3(2.0),ft4(2.0)
0.24779412	0.07072549	dt(1.25),ft1(1.75),ft3(2.0),ft4(2.25)
0.3262255	0.043892156	dt(1.25),ft1(1.75),ft3(2.25),ft4(1.25)
0.27279413	0.05937745	dt(1.25),ft1(1.75),ft3(2.25),ft4(1.5)
0.2509804	0.06789706	dt(1.25),ft1(1.75),ft3(2.25),ft4(1.75)
0.24779412	0.07046078	dt(1.25),ft1(1.75),ft3(2.25),ft4(2.0)
0.24779412	0.070745096	dt(1.25),ft1(1.75),ft3(2.25),ft4(2.25)
0.3392157	0.040014707	dt(1.25),ft1(2.0),ft3(1.25),ft4(1.25)
0.32867646	0.043289214	dt(1.25),ft1(2.0),ft3(1.25),ft4(1.5)
0.32867646	0.043367647	dt(1.25),ft1(2.0),ft3(1.25),ft4(1.75)
0.32867646	0.043367647	dt(1.25),ft1(2.0),ft3(1.25),ft4(2.0)
0.32867646	0.043367647	dt(1.25),ft1(2.0),ft3(1.25),ft4(2.25)
0.32647058	0.043848038	dt(1.25),ft1(2.0),ft3(1.5),ft4(1.25)
0.28039217	0.05722059	dt(1.25),ft1(2.0),ft3(1.5),ft4(1.5)
0.2769608	0.059710786	dt(1.25),ft1(2.0),ft3(1.5),ft4(1.75)
0.2769608	0.0597549	dt(1.25),ft1(2.0),ft3(1.5),ft4(2.0)
0.2769608	0.0597549	dt(1.25),ft1(2.0),ft3(1.5),ft4(2.25)
0.3259804	0.044078432	dt(1.25),ft1(2.0),ft3(1.75),ft4(1.25)
0.2720588	0.06040196	dt(1.25),ft1(2.0),ft3(1.75),ft4(1.5)
0.2502451	0.0697451	dt(1.25),ft1(2.0),ft3(1.75),ft4(1.75)
0.24901961	0.071519606	dt(1.25),ft1(2.0),ft3(1.75),ft4(2.0)
0.24901961	0.07155392	dt(1.25),ft1(2.0),ft3(1.75),ft4(2.25)
0.3259804	0.044078432	dt(1.25),ft1(2.0),ft3(2.0),ft4(1.25)
0.27181372	0.060553923	dt(1.25),ft1(2.0),ft3(2.0),ft4(1.5)
0.24705882	0.07147059	dt(1.25),ft1(2.0),ft3(2.0),ft4(1.75)
0.23553921	0.07642647	dt(1.25),ft1(2.0),ft3(2.0),ft4(2.0)
0.23431373	0.07725	dt(1.25),ft1(2.0),ft3(2.0),ft4(2.25)
0.3259804	0.044078432	dt(1.25),ft1(2.0),ft3(2.25),ft4(1.25)
0.27181372	0.060553923	dt(1.25),ft1(2.0),ft3(2.25),ft4(1.5)
0.24705882	0.0715	dt(1.25),ft1(2.0),ft3(2.25),ft4(1.75)
0.23504902	0.07671078	dt(1.25),ft1(2.0),ft3(2.25),ft4(2.0)
0.23210785	0.07820588	dt(1.25),ft1(2.0),ft3(2.25),ft4(2.25)
0.3392157	0.040014707	dt(1.25),ft1(2.25),ft3(1.25),ft4(1.25)
0.32867646	0.043289214	dt(1.25),ft1(2.25),ft3(1.25),ft4(1.5)
0.32867646	0.043367647	dt(1.25),ft1(2.25),ft3(1.25),ft4(1.75)
0.32867646	0.043367647	dt(1.25),ft1(2.25),ft3(1.25),ft4(2.0)
0.32867646	0.043367647	dt(1.25),ft1(2.25),ft3(1.25),ft4(2.25)
0.32647058	0.043848038	dt(1.25),ft1(2.25),ft3(1.5),ft4(1.25)
0.28039217	0.05722549	dt(1.25),ft1(2.25),ft3(1.5),ft4(1.5)
0.2769608	0.059715685	dt(1.25),ft1(2.25),ft3(1.5),ft4(1.75)
0.2769608	0.059759803	dt(1.25),ft1(2.25),ft3(1.5),ft4(2.0)
0.2769608	0.059759803	dt(1.25),ft1(2.25),ft3(1.5),ft4(2.25)
0.3259804	0.044088237	dt(1.25),ft1(2.25),ft3(1.75),ft4(1.25)
0.2720588	0.060490195	dt(1.25),ft1(2.25),ft3(1.75),ft4(1.5)
0.2502451	0.069882356	dt(1.25),ft1(2.25),ft3(1.75),ft4(1.75)
0.24901961	0.071666665	dt(1.25),ft1(2.25),ft3(1.75),ft4(2.0)
0.24901961	0.071705885	dt(1.25),ft1(2.25),ft3(1.75),ft4(2.25)
0.3259804	0.044093136	dt(1.25),ft1(2.25),ft3(2.0),ft4(1.25)
0.27181372	0.06077451	dt(1.25),ft1(2.25),ft3(2.0),ft4(1.5)
0.24656862	0.072215684	dt(1.25),ft1(2.25),ft3(2.0),ft4(1.75)
0.23357843	0.07782353	dt(1.25),ft1(2.25),ft3(2.0),ft4(2.0)
0.23210785	0.07876471	dt(1.25),ft1(2.25),ft3(2.0),ft4(2.25)
0.3259804	0.044093136	dt(1.25),ft1(2.25),ft3(2.25),ft4(1.25)
0.27181372	0.060784314	dt(1.25),ft1(2.25),ft3(2.25),ft4(1.5)
0.24656862	0.072313726	dt(1.25),ft1(2.25),ft3(2.25),ft4(1.75)
0.23210785	0.07905392	dt(1.25),ft1(2.25),ft3(2.25),ft4(2.0)
0.22573529	0.08204902	dt(1.25),ft1(2.25),ft3(2.25),ft4(2.25)
0.27009803	0.06302941	dt(1.5),ft1(1.25),ft3(1.25),ft4(1.25)
0.25686276	0.06892647	dt(1.5),ft1(1.25),ft3(1.25),ft4(1.5)
0.25686276	0.06922059	dt(1.5),ft1(1.25),ft3(1.25),ft4(1.75)
0.25686276	0.06922059	dt(1.5),ft1(1.25),ft3(1.25),ft4(2.0)
0.25686276	0.06922059	dt(1.5),ft1(1.25),ft3(1.25),ft4(2.25)
0.26519608	0.063965686	dt(1.5),ft1(1.25),ft3(1.5),ft4(1.25)
0.24240196	0.0737402	dt(1.5),ft1(1.25),ft3(1.5),ft4(1.5)
0.24166666	0.0757451	dt(1.5),ft1(1.25),ft3(1.5),ft4(1.75)
0.24166666	0.07584314	dt(1.5),ft1(1.25),ft3(1.5),ft4(2.0)
0.24166666	0.07584314	dt(1.5),ft1(1.25),ft3(1.5),ft4(2.25)
0.264951	0.063965686	dt(1.5),ft1(1.25),ft3(1.75),ft4(1.25)
0.24191177	0.0737598	dt(1.5),ft1(1.25),ft3(1.75),ft4(1.5)
0.24117647	0.075921565	dt(1.5),ft1(1.25),ft3(1.75),ft4(1.75)
0.24117647	0.07614706	dt(1.5),ft1(1.25),ft3(1.75),ft4(2.0)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft3(1.75),ft4(2.25)
0.264951	0.063965686	dt(1.5),ft1(1.25),ft3(2.0),ft4(1.25)
0.24191177	0.0737598	dt(1.5),ft1(1.25),ft3(2.0),ft4(1.5)
0.24117647	0.075921565	dt(1.5),ft1(1.25),ft3(2.0),ft4(1.75)
0.24117647	0.07614706	dt(1.5),ft1(1.25),ft3(2.0),ft4(2.0)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft3(2.0),ft4(2.25)
0.264951	0.063965686	dt(1.5),ft1(1.25),ft3(2.25),ft4(1.25)
0.24191177	0.0737598	dt(1.5),ft1(1.25),ft3(2.25),ft4(1.5)
0.24117647	0.075921565	dt(1.5),ft1(1.25),ft3(2.25),ft4(1.75)
0.24117647	0.07614706	dt(1.5),ft1(1.25),ft3(2.25),ft4(2.0)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft3(2.25),ft4(2.25)
0.25808823	0.07028922	dt(1.5),ft1(1.5),ft3(1.25),ft4(1.25)
0.24264705	0.07786275	dt(1.5),ft1(1.5),ft3(1.25),ft4(1.5)
0.24264705	0.078245096	dt(1.5),ft1(1.5),ft3(1.25),ft4(1.75)
0.24264705	0.078245096	dt(1.5),ft1(1.5),ft3(1.25),ft4(2.0)
0.24264705	0.078245096	dt(1.5),ft1(1.5),ft3(1.25),ft4(2.25)
0.24289216	0.07507843	dt(1.5),ft1(1.5),ft3(1.5),ft4(1.25)
0.19019608	0.09635294	dt(1.5),ft1(1.5),ft3(1.5),ft4(1.5)
0.18627451	0.10165196	dt(1.5),ft1(1.5),ft3(1.5),ft4(1.75)
0.18627451	0.10187745	dt(1.5),ft1(1.5),ft3(1.5),ft4(2.0)
0.18627451	0.10187745	dt(1.5),ft1(1.5),ft3(1.5),ft4(2.25)
0.24264705	0.07514706	dt(1.5),ft1(1.5),ft3(1.75),ft4(1.25)
0.18848039	0.097166665	dt(1.5),ft1(1.5),ft3(1.75),ft4(1.5)
0.17965686	0.10568628	dt(1.5),ft1(1.5),ft3(1.75),ft4(1.75)
0.17916666	0.10728922	dt(1.5),ft1(1.5),ft3(1.75),ft4(2.0)
0.17916666	0.10736275	dt(1.5),ft1(1.5),ft3(1.75),ft4(2.25)
0.24264705	0.07514706	dt(1.5),ft1(1.5),ft3(2.0),ft4(1.25)
0.18848039	0.09717647	dt(1.5),ft1(1.5),ft3(2.0),ft4(1.5)
0.17965686	0.10570588	dt(1.5),ft1(1.5),ft3(2.0),ft4(1.75)
0.17892157	0.10737255	dt(1.5),ft1(1.5),ft3(2.0),ft4(2.0)
0.17867647	0.10753431	dt(1.5),ft1(1.5),ft3(2.0),ft4(2.25)
0.24264705	0.07514706	dt(1.5),ft1(1.5),ft3(2.25),ft4(1.25)
0.18848039	0.09717647	dt(1.5),ft1(1.5),ft3(2.25),ft4(1.5)
0.17965686	0.10570588	dt(1.5),ft1(1.5),ft3(2.25),ft4(1.75)
0.17892157	0.10737255	dt(1.5),ft1(1.5),ft3(2.25),ft4(2.0)
0.17867647	0.10753431	dt(1.5),ft1(1.5),ft3(2.25),ft4(2.25)
0.25808823	0.070857845	dt(1.5),ft1(1.75),ft3(1.25),ft4(1.25)
0.24264705	0.07858823	dt(1.5),ft1(1.75),ft3(1.25),ft4(1.5)
0.24264705	0.07898039	dt(1.5),ft1(1.75),ft3(1.25),ft4(1.75)
0.24264705	0.07898039	dt(1.5),ft1(1.75),ft3(1.25),ft4(2.0)
0.24264705	0.07898039	dt(1.5),ft1(1.75),ft3(1.25),ft4(2.25)
0.24289216	0.07763235	dt(1.5),ft1(1.75),ft3(1.5),ft4(1.25)
0.18627451	0.10293137	dt(1.5),ft1(1.75),ft3(1.5),ft4(1.5)
0.18210784	0.10919608	dt(1.5),ft1(1.75),ft3(1.5),ft4(1.75)
0.18210784	0.109460786	dt(1.5),ft1(1.75),ft3(1.5),ft4(2.0)
0.18210784	0.109460786	dt(1.5),ft1(1.75),ft3(1.5),ft4(2.25)
0.24264705	0.07788235	dt(1.5),ft1(1.75),ft3(1.75),ft4(1.25)
0.17794117	0.10696568	dt(1.5),ft1(1.75),ft3(1.75),ft4(1.5)
0.15416667	0.12342157	dt(1.5),ft1(1.75),ft3(1.75),ft4(1.75)
0.15147059	0.12720588	dt(1.5),ft1(1.75),ft3(1.75),ft4(2.0)
0.15147059	0.12736274	dt(1.5),ft1(1.75),ft3(1.75),ft4(2.25)
0.24264705	0.07788235	dt(1.5),ft1(1.75),ft3(2.0),ft4(1.25)
0.17769608	0.107044116	dt(1.5),ft1(1.75),ft3(2.0),ft4(1.5)
0.15245098	0.12407843	dt(1.5),ft1(1.75),ft3(2.0),ft4(1.75)
0.14705883	0.1299951	dt(1.5),ft1(1.75),ft3(2.0),ft4(2.0)
0.14681372	0.13094608	dt(1.5),ft1(1.75),ft3(2.0),ft4(2.25)
0.24264705	0.07788235	dt(1.5),ft1(1.75),ft3(2.25),ft4(1.25)
0.17769608	0.107044116	dt(1.5),ft1(1.75),ft3(2.25),ft4(1.5)
0.15245098	0.124088235	dt(1.5),ft1(1.75),ft3(2.25),ft4(1.75)
0.14705883	0.13002451	dt(1.5),ft1(1.75),ft3(2.25),ft4(2.0)
0.14681372	0.13102451	dt(1.5),ft1(1.75),ft3(2.25),ft4(2.25)
0.25808823	0.070857845	dt(1.5),ft1(2.0),ft3(1.25),ft4(1.25)
0.24264705	0.07858823	dt(1.5),ft1(2.0),ft3(1.25),ft4(1.5)
0.24264705	0.07898039	dt(1.5),ft1(2.0),ft3(1.25),ft4(1.75)
0.24264705	0.07898039	dt(1.5),ft1(2.0),ft3(1.25),ft4(2.0)
0.24264705	0.07898039	dt(1.5),ft1(2.0),ft3(1.25),ft4(2.25)
0.24240196	0.07794608	dt(1.5),ft1(2.0),ft3(1.5),ft4(1.25)
0.18578431	0.10351471	dt(1.5),ft1(2.0),ft3(1.5),ft4(1.5)
0.18161765	0.10985784	dt(1.5),ft1(2.0),ft3(1.5),ft4(1.75)
0.18161765	0.11013235	dt(1.5),ft1(2.0),ft3(1.5),ft4(2.0)
0.18161765	0.11013235	dt(1.5),ft1(2.0),ft3(1.5),ft4(2.25)
0.24191177	0.078465685	dt(1.5),ft1(2.0),ft3(1.75),ft4(1.25)
0.1754902	0.10939706	dt(1.5),ft1(2.0),ft3(1.75),ft4(1.5)
0.1497549	0.12839216	dt(1.5),ft1(2.0),ft3(1.75),ft4(1.75)
0.14681372	0.1327843	dt(1.5),ft1(2.0),ft3(1.75),ft4(2.0)
0.14681372	0.1329902	dt(1.5),ft1(2.0),ft3(1.75),ft4(2.25)
0.24191177	0.078465685	dt(1.5),ft1(2.0),ft3(2.0),ft4(1.25)
0.175	0.109769605	dt(1.5),ft1(2.0),ft3(2.0),ft4(1.5)
0.14583333	0.13164707	dt(1.5),ft1(2.0),ft3(2.0),ft4(1.75)
0.13112745	0.14208823	dt(1.5),ft1(2.0),ft3(2.0),ft4(2.0)
0.12941177	0.14418627	dt(1.5),ft1(2.0),ft3(2.0),ft4(2.25)
0.24191177	0.078465685	dt(1.5),ft1(2.0),ft3(2.25),ft4(1.25)
0.175	0.109769605	dt(1.5),ft1(2.0),ft3(2.25),ft4(1.5)
0.14583333	0.13172059	dt(1.5),ft1(2.0),ft3(2.25),ft4(1.75)
0.13039216	0.14267157	dt(1.5),ft1(2.0),ft3(2.25),ft4(2.0)
0.12696078	0.1462255	dt(1.5),ft1(2.0),ft3(2.25),ft4(2.25)
0.25808823	0.070857845	dt(1.5),ft1(2.25),ft3(1.25),ft4(1.25)
0.24264705	0.07858823	dt(1.5),ft1(2.25),ft3(1.25),ft4(1.5)
0.24264705	0.07898039	dt(1.5),ft1(2.25),ft3(1.25),ft4(1.75)
0.24264705	0.07898039	dt(1.5),ft1(2.25),ft3(1.25),ft4(2.0)
