FRR	FAR	Caracteristicas
0.3392157	0.038745098	dt(1.25),ft2(1.25),ft4(1.25)
0.32769608	0.04140196	dt(1.25),ft2(1.25),ft4(1.5)
0.32769608	0.041455884	dt(1.25),ft2(1.25),ft4(1.75)
0.32769608	0.041455884	dt(1.25),ft2(1.25),ft4(2.0)
0.32769608	0.041455884	dt(1.25),ft2(1.25),ft4(2.25)
0.3262255	0.04385294	dt(1.25),ft2(1.5),ft4(1.25)
0.27965686	0.056294117	dt(1.25),ft2(1.5),ft4(1.5)
0.275	0.058318626	dt(1.25),ft2(1.5),ft4(1.75)
0.275	0.05835294	dt(1.25),ft2(1.5),ft4(2.0)
0.275	0.05835294	dt(1.25),ft2(1.5),ft4(2.25)
0.3259804	0.044093136	dt(1.25),ft2(1.75),ft4(1.25)
0.27254903	0.060558822	dt(1.25),ft2(1.75),ft4(1.5)
0.25073528	0.06970098	dt(1.25),ft2(1.75),ft4(1.75)
0.2492647	0.07119608	dt(1.25),ft2(1.75),ft4(2.0)
0.24901961	0.07120098	dt(1.25),ft2(1.75),ft4(2.25)
0.3259804	0.044093136	dt(1.25),ft2(2.0),ft4(1.25)
0.27181372	0.060818627	dt(1.25),ft2(2.0),ft4(1.5)
0.24656862	0.07231863	dt(1.25),ft2(2.0),ft4(1.75)
0.23357843	0.078004904	dt(1.25),ft2(2.0),ft4(2.0)
0.23137255	0.07890196	dt(1.25),ft2(2.0),ft4(2.25)
0.3259804	0.044093136	dt(1.25),ft2(2.25),ft4(1.25)
0.27181372	0.060818627	dt(1.25),ft2(2.25),ft4(1.5)
0.24632353	0.07260294	dt(1.25),ft2(2.25),ft4(1.75)
0.23112746	0.07985784	dt(1.25),ft2(2.25),ft4(2.0)
0.22426471	0.083313726	dt(1.25),ft2(2.25),ft4(2.25)
0.25735295	0.06752451	dt(1.5),ft2(1.25),ft4(1.25)
0.24215686	0.07304412	dt(1.5),ft2(1.25),ft4(1.5)
0.24215686	0.07332353	dt(1.5),ft2(1.25),ft4(1.75)
0.24215686	0.07332353	dt(1.5),ft2(1.25),ft4(2.0)
0.24215686	0.07332353	dt(1.5),ft2(1.25),ft4(2.25)
0.24240196	0.077838235	dt(1.5),ft2(1.5),ft4(1.25)
0.18504901	0.100906864	dt(1.5),ft2(1.5),ft4(1.5)
0.17916666	0.10581863	dt(1.5),ft2(1.5),ft4(1.75)
0.17916666	0.10601961	dt(1.5),ft2(1.5),ft4(2.0)
0.17916666	0.10602451	dt(1.5),ft2(1.5),ft4(2.25)
0.24191177	0.078539215	dt(1.5),ft2(1.75),ft4(1.25)
0.17671569	0.109843135	dt(1.5),ft2(1.75),ft4(1.5)
0.1509804	0.12795098	dt(1.5),ft2(1.75),ft4(1.75)
0.14754902	0.13163726	dt(1.5),ft2(1.75),ft4(2.0)
0.14705883	0.13176961	dt(1.5),ft2(1.75),ft4(2.25)
0.24191177	0.078558825	dt(1.5),ft2(2.0),ft4(1.25)
0.175	0.11062255	dt(1.5),ft2(2.0),ft4(1.5)
0.14534314	0.13404411	dt(1.5),ft2(2.0),ft4(1.75)
0.12867647	0.14585784	dt(1.5),ft2(2.0),ft4(2.0)
0.1254902	0.14814216	dt(1.5),ft2(2.0),ft4(2.25)
0.24191177	0.078558825	dt(1.5),ft2(2.25),ft4(1.25)
0.175	0.110637255	dt(1.5),ft2(2.25),ft4(1.5)
0.14509805	0.13481863	dt(1.5),ft2(2.25),ft4(1.75)
0.1252451	0.15	dt(1.5),ft2(2.25),ft4(2.0)
0.11519608	0.15734804	dt(1.5),ft2(2.25),ft4(2.25)
0.22892156	0.09548529	dt(1.75),ft2(1.25),ft4(1.25)
0.2127451	0.10509314	dt(1.75),ft2(1.25),ft4(1.5)
0.2125	0.10604412	dt(1.75),ft2(1.25),ft4(1.75)
0.2125	0.10607353	dt(1.75),ft2(1.25),ft4(2.0)
0.2125	0.10607353	dt(1.75),ft2(1.25),ft4(2.25)
