FRR	FAR	Caracteristicas
0.2247549	0.15537255	ft1(1.25),ft4(1.25)
0.19705883	0.19970098	ft1(1.25),ft4(1.5)
0.19607843	0.22540686	ft1(1.25),ft4(1.75)
0.19607843	0.24036765	ft1(1.25),ft4(2.0)
0.19583334	0.24910294	ft1(1.25),ft4(2.25)
0.20122549	0.19802451	ft1(1.5),ft4(1.25)
0.14044118	0.27857354	ft1(1.5),ft4(1.5)
0.12965687	0.32880393	ft1(1.5),ft4(1.75)
0.12867647	0.35596567	ft1(1.5),ft4(2.0)
0.12794118	0.3719902	ft1(1.5),ft4(2.25)
0.2007353	0.22144608	ft1(1.75),ft4(1.25)
0.12818627	0.32804412	ft1(1.75),ft4(1.5)
0.10073529	0.4052549	ft1(1.75),ft4(1.75)
0.09436274	0.44892648	ft1(1.75),ft4(2.0)
0.09264706	0.4737402	ft1(1.75),ft4(2.25)
0.2	0.23403431	ft1(2.0),ft4(1.25)
0.125	0.35568628	ft1(2.0),ft4(1.5)
0.09313726	0.45330393	ft1(2.0),ft4(1.75)
0.07622549	0.5147647	ft1(2.0),ft4(2.0)
0.06985294	0.55045587	ft1(2.0),ft4(2.25)
0.2	0.24004412	ft1(2.25),ft4(1.25)
0.125	0.37083822	ft1(2.25),ft4(1.5)
0.09240196	0.48161766	ft1(2.25),ft4(1.75)
0.07156863	0.5588725	ft1(2.25),ft4(2.0)
0.059313726	0.6070441	ft1(2.25),ft4(2.25)
