FRR	FAR	Caracteristicas
0.23063725	0.14734314	ft1(1.25),ft2(1.25),ft4(1.25)
0.21470588	0.17655882	ft1(1.25),ft2(1.25),ft4(1.5)
0.21470588	0.18788725	ft1(1.25),ft2(1.25),ft4(1.75)
0.21470588	0.19234313	ft1(1.25),ft2(1.25),ft4(2.0)
0.21470588	0.1939902	ft1(1.25),ft2(1.25),ft4(2.25)
0.225	0.15506862	ft1(1.25),ft2(1.5),ft4(1.25)
0.19730392	0.19845098	ft1(1.25),ft2(1.5),ft4(1.5)
0.19632353	0.22258334	ft1(1.25),ft2(1.5),ft4(1.75)
0.19632353	0.23514706	ft1(1.25),ft2(1.5),ft4(2.0)
0.19632353	0.24041176	ft1(1.25),ft2(1.5),ft4(2.25)
0.2247549	0.15537255	ft1(1.25),ft2(1.75),ft4(1.25)
0.19705883	0.19968137	ft1(1.25),ft2(1.75),ft4(1.5)
0.19607843	0.22536275	ft1(1.25),ft2(1.75),ft4(1.75)
0.19607843	0.2402255	ft1(1.25),ft2(1.75),ft4(2.0)
0.19583334	0.24880883	ft1(1.25),ft2(1.75),ft4(2.25)
0.2247549	0.15537255	ft1(1.25),ft2(2.0),ft4(1.25)
0.19705883	0.19970098	ft1(1.25),ft2(2.0),ft4(1.5)
0.19607843	0.22540686	ft1(1.25),ft2(2.0),ft4(1.75)
0.19607843	0.24035785	ft1(1.25),ft2(2.0),ft4(2.0)
0.19583334	0.24907844	ft1(1.25),ft2(2.0),ft4(2.25)
0.2247549	0.15537255	ft1(1.25),ft2(2.25),ft4(1.25)
0.19705883	0.19970098	ft1(1.25),ft2(2.25),ft4(1.5)
0.19607843	0.22540686	ft1(1.25),ft2(2.25),ft4(1.75)
0.19607843	0.24036765	ft1(1.25),ft2(2.25),ft4(2.0)
0.19583334	0.24910294	ft1(1.25),ft2(2.25),ft4(2.25)
0.21740197	0.17352451	ft1(1.5),ft2(1.25),ft4(1.25)
0.1992647	0.20730883	ft1(1.5),ft2(1.25),ft4(1.5)
0.19901961	0.22005883	ft1(1.5),ft2(1.25),ft4(1.75)
0.19901961	0.22510785	ft1(1.5),ft2(1.25),ft4(2.0)
0.19901961	0.22698529	ft1(1.5),ft2(1.25),ft4(2.25)
