FRR	FAR	Caracteristicas
0.32769608	0.041455884	dt(1.25),ft2(1.25)
0.275	0.05835294	dt(1.25),ft2(1.5)
0.24901961	0.07120098	dt(1.25),ft2(1.75)
0.23137255	0.07893137	dt(1.25),ft2(2.0)
0.22328432	0.08385784	dt(1.25),ft2(2.25)
0.24215686	0.07332353	dt(1.5),ft2(1.25)
0.17916666	0.10602451	dt(1.5),ft2(1.5)
0.14705883	0.13176961	dt(1.5),ft2(1.75)
0.1254902	0.14825	dt(1.5),ft2(2.0)
0.11348039	0.15894608	dt(1.5),ft2(2.25)
0.2125	0.10607353	dt(1.75),ft2(1.25)
0.14436275	0.15703431	dt(1.75),ft2(1.5)
0.11127451	0.19838235	dt(1.75),ft2(1.75)
0.0875	0.22582354	dt(1.75),ft2(2.0)
0.074264705	0.24459805	dt(1.75),ft2(2.25)
0.20392157	0.13617647	dt(2.0),ft2(1.25)
0.13357843	0.20531373	dt(2.0),ft2(1.5)
0.0997549	0.2617206	dt(2.0),ft2(1.75)
0.0752451	0.30041668	dt(2.0),ft2(2.0)
0.061764706	0.32794118	dt(2.0),ft2(2.25)
0.2007353	0.16007844	dt(2.25),ft2(1.25)
0.13014705	0.24522549	dt(2.25),ft2(1.5)
0.09607843	0.31506863	dt(2.25),ft2(1.75)
0.07156863	0.3645049	dt(2.25),ft2(2.0)
0.057843138	0.39941177	dt(2.25),ft2(2.25)
