FRR	FAR	Caracteristicas
0.34705883	0.036691178	dt(1.25),ft1(1.25),ft2(1.25),ft3(1.25)
0.3394608	0.03815196	dt(1.25),ft1(1.25),ft2(1.25),ft3(1.5)
0.3392157	0.038156863	dt(1.25),ft1(1.25),ft2(1.25),ft3(1.75)
0.3392157	0.038156863	dt(1.25),ft1(1.25),ft2(1.25),ft3(2.0)
0.3392157	0.038156863	dt(1.25),ft1(1.25),ft2(1.25),ft3(2.25)
0.34068626	0.039181374	dt(1.25),ft1(1.25),ft2(1.5),ft3(1.25)
0.32769608	0.042495098	dt(1.25),ft1(1.25),ft2(1.5),ft3(1.5)
0.327451	0.042568628	dt(1.25),ft1(1.25),ft2(1.5),ft3(1.75)
0.327451	0.042568628	dt(1.25),ft1(1.25),ft2(1.5),ft3(2.0)
0.327451	0.042568628	dt(1.25),ft1(1.25),ft2(1.5),ft3(2.25)
0.34044117	0.039210785	dt(1.25),ft1(1.25),ft2(1.75),ft3(1.25)
0.327451	0.04257353	dt(1.25),ft1(1.25),ft2(1.75),ft3(1.5)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft2(1.75),ft3(1.75)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft2(1.75),ft3(2.0)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft2(1.75),ft3(2.25)
0.34044117	0.039210785	dt(1.25),ft1(1.25),ft2(2.0),ft3(1.25)
0.327451	0.04257353	dt(1.25),ft1(1.25),ft2(2.0),ft3(1.5)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft2(2.0),ft3(1.75)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft2(2.0),ft3(2.0)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft2(2.0),ft3(2.25)
0.34044117	0.039210785	dt(1.25),ft1(1.25),ft2(2.25),ft3(1.25)
0.327451	0.04257353	dt(1.25),ft1(1.25),ft2(2.25),ft3(1.5)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft2(2.25),ft3(1.75)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft2(2.25),ft3(2.0)
0.3272059	0.042666666	dt(1.25),ft1(1.25),ft2(2.25),ft3(2.25)
0.34142157	0.038495097	dt(1.25),ft1(1.5),ft2(1.25),ft3(1.25)
0.32843137	0.0412451	dt(1.25),ft1(1.5),ft2(1.25),ft3(1.5)
0.32769608	0.041308824	dt(1.25),ft1(1.5),ft2(1.25),ft3(1.75)
0.32769608	0.041308824	dt(1.25),ft1(1.5),ft2(1.25),ft3(2.0)
0.32769608	0.041308824	dt(1.25),ft1(1.5),ft2(1.25),ft3(2.25)
0.32941177	0.042828433	dt(1.25),ft1(1.5),ft2(1.5),ft3(1.25)
0.2840686	0.054259803	dt(1.25),ft1(1.5),ft2(1.5),ft3(1.5)
0.28088236	0.05530392	dt(1.25),ft1(1.5),ft2(1.5),ft3(1.75)
0.28088236	0.05530392	dt(1.25),ft1(1.5),ft2(1.5),ft3(2.0)
0.28088236	0.05530392	dt(1.25),ft1(1.5),ft2(1.5),ft3(2.25)
0.32892156	0.04317157	dt(1.25),ft1(1.5),ft2(1.75),ft3(1.25)
0.28039217	0.05612745	dt(1.25),ft1(1.5),ft2(1.75),ft3(1.5)
0.2752451	0.058637254	dt(1.25),ft1(1.5),ft2(1.75),ft3(1.75)
0.2752451	0.058661766	dt(1.25),ft1(1.5),ft2(1.75),ft3(2.0)
0.2752451	0.058661766	dt(1.25),ft1(1.5),ft2(1.75),ft3(2.25)
0.32867646	0.04318137	dt(1.25),ft1(1.5),ft2(2.0),ft3(1.25)
0.28014705	0.056166667	dt(1.25),ft1(1.5),ft2(2.0),ft3(1.5)
0.275	0.05872059	dt(1.25),ft1(1.5),ft2(2.0),ft3(1.75)
0.275	0.058754902	dt(1.25),ft1(1.5),ft2(2.0),ft3(2.0)
0.275	0.058754902	dt(1.25),ft1(1.5),ft2(2.0),ft3(2.25)
0.32867646	0.04318137	dt(1.25),ft1(1.5),ft2(2.25),ft3(1.25)
0.28014705	0.056166667	dt(1.25),ft1(1.5),ft2(2.25),ft3(1.5)
0.275	0.05872059	dt(1.25),ft1(1.5),ft2(2.25),ft3(1.75)
0.275	0.058754902	dt(1.25),ft1(1.5),ft2(2.25),ft3(2.0)
0.275	0.058754902	dt(1.25),ft1(1.5),ft2(2.25),ft3(2.25)
0.34142157	0.03852941	dt(1.25),ft1(1.75),ft2(1.25),ft3(1.25)
0.32843137	0.041362744	dt(1.25),ft1(1.75),ft2(1.25),ft3(1.5)
0.32769608	0.04144608	dt(1.25),ft1(1.75),ft2(1.25),ft3(1.75)
0.32769608	0.04144608	dt(1.25),ft1(1.75),ft2(1.25),ft3(2.0)
0.32769608	0.04144608	dt(1.25),ft1(1.75),ft2(1.25),ft3(2.25)
0.32941177	0.042970587	dt(1.25),ft1(1.75),ft2(1.5),ft3(1.25)
0.28235295	0.056102943	dt(1.25),ft1(1.75),ft2(1.5),ft3(1.5)
0.2757353	0.058063727	dt(1.25),ft1(1.75),ft2(1.5),ft3(1.75)
0.2752451	0.058102943	dt(1.25),ft1(1.75),ft2(1.5),ft3(2.0)
0.2752451	0.058102943	dt(1.25),ft1(1.75),ft2(1.5),ft3(2.25)
0.32892156	0.04334804	dt(1.25),ft1(1.75),ft2(1.75),ft3(1.25)
0.27745098	0.05932353	dt(1.25),ft1(1.75),ft2(1.75),ft3(1.5)
0.25416666	0.06784314	dt(1.25),ft1(1.75),ft2(1.75),ft3(1.75)
0.2517157	0.06854902	dt(1.25),ft1(1.75),ft2(1.75),ft3(2.0)
0.2517157	0.068553925	dt(1.25),ft1(1.75),ft2(1.75),ft3(2.25)
0.32867646	0.043367647	dt(1.25),ft1(1.75),ft2(2.0),ft3(1.25)
0.27720588	0.059539218	dt(1.25),ft1(1.75),ft2(2.0),ft3(1.5)
0.2517157	0.069068626	dt(1.25),ft1(1.75),ft2(2.0),ft3(1.75)
0.24803922	0.07066666	dt(1.25),ft1(1.75),ft2(2.0),ft3(2.0)
0.24803922	0.07069608	dt(1.25),ft1(1.75),ft2(2.0),ft3(2.25)
0.32867646	0.043367647	dt(1.25),ft1(1.75),ft2(2.25),ft3(1.25)
0.2769608	0.05954902	dt(1.25),ft1(1.75),ft2(2.25),ft3(1.5)
0.2514706	0.069107845	dt(1.25),ft1(1.75),ft2(2.25),ft3(1.75)
0.24779412	0.070730396	dt(1.25),ft1(1.75),ft2(2.25),ft3(2.0)
0.24779412	0.07076961	dt(1.25),ft1(1.75),ft2(2.25),ft3(2.25)
0.34142157	0.03852941	dt(1.25),ft1(2.0),ft2(1.25),ft3(1.25)
0.32843137	0.04137255	dt(1.25),ft1(2.0),ft2(1.25),ft3(1.5)
0.32769608	0.041455884	dt(1.25),ft1(2.0),ft2(1.25),ft3(1.75)
0.32769608	0.041455884	dt(1.25),ft1(2.0),ft2(1.25),ft3(2.0)
0.32769608	0.041455884	dt(1.25),ft1(2.0),ft2(1.25),ft3(2.25)
0.32941177	0.042970587	dt(1.25),ft1(2.0),ft2(1.5),ft3(1.25)
0.28235295	0.056166667	dt(1.25),ft1(2.0),ft2(1.5),ft3(1.5)
0.2754902	0.05825	dt(1.25),ft1(2.0),ft2(1.5),ft3(1.75)
0.275	0.058338236	dt(1.25),ft1(2.0),ft2(1.5),ft3(2.0)
0.275	0.058338236	dt(1.25),ft1(2.0),ft2(1.5),ft3(2.25)
0.32892156	0.04334804	dt(1.25),ft1(2.0),ft2(1.75),ft3(1.25)
0.27745098	0.059490196	dt(1.25),ft1(2.0),ft2(1.75),ft3(1.5)
0.25245097	0.06931863	dt(1.25),ft1(2.0),ft2(1.75),ft3(1.75)
0.2495098	0.07084804	dt(1.25),ft1(2.0),ft2(1.75),ft3(2.0)
0.24901961	0.07091667	dt(1.25),ft1(2.0),ft2(1.75),ft3(2.25)
0.32867646	0.043367647	dt(1.25),ft1(2.0),ft2(2.0),ft3(1.25)
0.27720588	0.059730392	dt(1.25),ft1(2.0),ft2(2.0),ft3(1.5)
0.2492647	0.07134804	dt(1.25),ft1(2.0),ft2(2.0),ft3(1.75)
0.23627451	0.07651961	dt(1.25),ft1(2.0),ft2(2.0),ft3(2.0)
0.23406863	0.077083334	dt(1.25),ft1(2.0),ft2(2.0),ft3(2.25)
0.32867646	0.043367647	dt(1.25),ft1(2.0),ft2(2.25),ft3(1.25)
0.2769608	0.0597549	dt(1.25),ft1(2.0),ft2(2.25),ft3(1.5)
0.24901961	0.07154902	dt(1.25),ft1(2.0),ft2(2.25),ft3(1.75)
0.23431373	0.077230394	dt(1.25),ft1(2.0),ft2(2.25),ft3(2.0)
0.23186274	0.07830392	dt(1.25),ft1(2.0),ft2(2.25),ft3(2.25)
0.34142157	0.03852941	dt(1.25),ft1(2.25),ft2(1.25),ft3(1.25)
0.32843137	0.04137255	dt(1.25),ft1(2.25),ft2(1.25),ft3(1.5)
0.32769608	0.041455884	dt(1.25),ft1(2.25),ft2(1.25),ft3(1.75)
0.32769608	0.041455884	dt(1.25),ft1(2.25),ft2(1.25),ft3(2.0)
0.32769608	0.041455884	dt(1.25),ft1(2.25),ft2(1.25),ft3(2.25)
0.32941177	0.042970587	dt(1.25),ft1(2.25),ft2(1.5),ft3(1.25)
0.28235295	0.056166667	dt(1.25),ft1(2.25),ft2(1.5),ft3(1.5)
0.2754902	0.0582549	dt(1.25),ft1(2.25),ft2(1.5),ft3(1.75)
0.275	0.05834804	dt(1.25),ft1(2.25),ft2(1.5),ft3(2.0)
0.275	0.05835294	dt(1.25),ft1(2.25),ft2(1.5),ft3(2.25)
0.32892156	0.04334804	dt(1.25),ft1(2.25),ft2(1.75),ft3(1.25)
0.27745098	0.059490196	dt(1.25),ft1(2.25),ft2(1.75),ft3(1.5)
0.25245097	0.069382355	dt(1.25),ft1(2.25),ft2(1.75),ft3(1.75)
0.2495098	0.07104902	dt(1.25),ft1(2.25),ft2(1.75),ft3(2.0)
0.24901961	0.071166664	dt(1.25),ft1(2.25),ft2(1.75),ft3(2.25)
0.32867646	0.043367647	dt(1.25),ft1(2.25),ft2(2.0),ft3(1.25)
0.27720588	0.059735294	dt(1.25),ft1(2.25),ft2(2.0),ft3(1.5)
0.2492647	0.07147549	dt(1.25),ft1(2.25),ft2(2.0),ft3(1.75)
0.23504902	0.07744608	dt(1.25),ft1(2.25),ft2(2.0),ft3(2.0)
0.23186274	0.07858823	dt(1.25),ft1(2.25),ft2(2.0),ft3(2.25)
0.32867646	0.043367647	dt(1.25),ft1(2.25),ft2(2.25),ft3(1.25)
0.2769608	0.059759803	dt(1.25),ft1(2.25),ft2(2.25),ft3(1.5)
0.24901961	0.07169608	dt(1.25),ft1(2.25),ft2(2.25),ft3(1.75)
0.23210785	0.078705885	dt(1.25),ft1(2.25),ft2(2.25),ft3(2.0)
0.22573529	0.08207353	dt(1.25),ft1(2.25),ft2(2.25),ft3(2.25)
0.26666668	0.06364216	dt(1.5),ft1(1.25),ft2(1.25),ft3(1.25)
0.25735295	0.06629412	dt(1.5),ft1(1.25),ft2(1.25),ft3(1.5)
0.25686276	0.066303924	dt(1.5),ft1(1.25),ft2(1.25),ft3(1.75)
0.25686276	0.066303924	dt(1.5),ft1(1.25),ft2(1.25),ft3(2.0)
0.25686276	0.066303924	dt(1.5),ft1(1.25),ft2(1.25),ft3(2.25)
0.25710785	0.069034316	dt(1.5),ft1(1.25),ft2(1.5),ft3(1.25)
0.24191177	0.075441174	dt(1.5),ft1(1.25),ft2(1.5),ft3(1.5)
0.24142157	0.07567157	dt(1.5),ft1(1.25),ft2(1.5),ft3(1.75)
0.24142157	0.07567157	dt(1.5),ft1(1.25),ft2(1.5),ft3(2.0)
0.24142157	0.07567157	dt(1.5),ft1(1.25),ft2(1.5),ft3(2.25)
0.25686276	0.06922059	dt(1.5),ft1(1.25),ft2(1.75),ft3(1.25)
0.24166666	0.07584314	dt(1.5),ft1(1.25),ft2(1.75),ft3(1.5)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft2(1.75),ft3(1.75)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft2(1.75),ft3(2.0)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft2(1.75),ft3(2.25)
0.25686276	0.06922059	dt(1.5),ft1(1.25),ft2(2.0),ft3(1.25)
0.24166666	0.07584314	dt(1.5),ft1(1.25),ft2(2.0),ft3(1.5)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft2(2.0),ft3(1.75)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft2(2.0),ft3(2.0)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft2(2.0),ft3(2.25)
0.25686276	0.06922059	dt(1.5),ft1(1.25),ft2(2.25),ft3(1.25)
0.24166666	0.07584314	dt(1.5),ft1(1.25),ft2(2.25),ft3(1.5)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft2(2.25),ft3(1.75)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft2(2.25),ft3(2.0)
0.24117647	0.07615686	dt(1.5),ft1(1.25),ft2(2.25),ft3(2.25)
0.25955883	0.06775	dt(1.5),ft1(1.5),ft2(1.25),ft3(1.25)
0.24313726	0.07269118	dt(1.5),ft1(1.5),ft2(1.25),ft3(1.5)
0.24215686	0.072828434	dt(1.5),ft1(1.5),ft2(1.25),ft3(1.75)
0.24215686	0.07283823	dt(1.5),ft1(1.5),ft2(1.25),ft3(2.0)
0.24215686	0.07283823	dt(1.5),ft1(1.5),ft2(1.25),ft3(2.25)
0.24338235	0.0772353	dt(1.5),ft1(1.5),ft2(1.5),ft3(1.25)
0.19068627	0.09730392	dt(1.5),ft1(1.5),ft2(1.5),ft3(1.5)
