FRR	FAR	Caracteristicas
0.2252451	0.18255392	ft1(1.25),ft2(1.25),ft3(1.25)
0.21519607	0.1939951	ft1(1.25),ft2(1.25),ft3(1.5)
0.21470588	0.19428432	ft1(1.25),ft2(1.25),ft3(1.75)
0.21470588	0.19428432	ft1(1.25),ft2(1.25),ft3(2.0)
0.21470588	0.19428432	ft1(1.25),ft2(1.25),ft3(2.25)
0.21397059	0.20353432	ft1(1.25),ft2(1.5),ft3(1.25)
0.19681373	0.23811275	ft1(1.25),ft2(1.5),ft3(1.5)
0.19632353	0.24165687	ft1(1.25),ft2(1.5),ft3(1.75)
0.19632353	0.24172059	ft1(1.25),ft2(1.5),ft3(2.0)
0.19632353	0.24172059	ft1(1.25),ft2(1.5),ft3(2.25)
0.21372549	0.20555882	ft1(1.25),ft2(1.75),ft3(1.25)
0.19656862	0.24305883	ft1(1.25),ft2(1.75),ft3(1.5)
0.19558823	0.25156862	ft1(1.25),ft2(1.75),ft3(1.75)
0.19558823	0.25234315	ft1(1.25),ft2(1.75),ft3(2.0)
0.19558823	0.25234315	ft1(1.25),ft2(1.75),ft3(2.25)
0.21372549	0.20565686	ft1(1.25),ft2(2.0),ft3(1.25)
0.19656862	0.24333824	ft1(1.25),ft2(2.0),ft3(1.5)
0.19558823	0.2522206	ft1(1.25),ft2(2.0),ft3(1.75)
0.19558823	0.25357842	ft1(1.25),ft2(2.0),ft3(2.0)
0.19558823	0.25367156	ft1(1.25),ft2(2.0),ft3(2.25)
0.21372549	0.20566666	ft1(1.25),ft2(2.25),ft3(1.25)
0.19656862	0.24336764	ft1(1.25),ft2(2.25),ft3(1.5)
0.19558823	0.25229412	ft1(1.25),ft2(2.25),ft3(1.75)
0.19558823	0.2537353	ft1(1.25),ft2(2.25),ft3(2.0)
0.19558823	0.25392646	ft1(1.25),ft2(2.25),ft3(2.25)
0.21740197	0.20727941	ft1(1.5),ft2(1.25),ft3(1.25)
0.2002451	0.22612745	ft1(1.5),ft2(1.25),ft3(1.5)
0.19901961	0.22728921	ft1(1.5),ft2(1.25),ft3(1.75)
0.19901961	0.22735295	ft1(1.5),ft2(1.25),ft3(2.0)
0.19901961	0.22735295	ft1(1.5),ft2(1.25),ft3(2.25)
0.19901961	0.2449902	ft1(1.5),ft2(1.5),ft3(1.25)
0.14166667	0.3177451	ft1(1.5),ft2(1.5),ft3(1.5)
0.1367647	0.32863235	ft1(1.5),ft2(1.5),ft3(1.75)
0.1367647	0.32904902	ft1(1.5),ft2(1.5),ft3(2.0)
0.1367647	0.3290539	ft1(1.5),ft2(1.5),ft3(2.25)
0.19828431	0.25196078	ft1(1.5),ft2(1.75),ft3(1.25)
0.1375	0.33873528	ft1(1.5),ft2(1.75),ft3(1.5)
0.12892157	0.3687108	ft1(1.5),ft2(1.75),ft3(1.75)
0.12843138	0.37207842	ft1(1.5),ft2(1.75),ft3(2.0)
0.12843138	0.37215197	ft1(1.5),ft2(1.75),ft3(2.25)
0.19803922	0.25272548	ft1(1.5),ft2(2.0),ft3(1.25)
0.1370098	0.34089217	ft1(1.5),ft2(2.0),ft3(1.5)
0.12843138	0.3732745	ft1(1.5),ft2(2.0),ft3(1.75)
0.12769608	0.38055393	ft1(1.5),ft2(2.0),ft3(2.0)
0.12769608	0.38139215	ft1(1.5),ft2(2.0),ft3(2.25)
