FRR	FAR	%Aciertos	DistribEstandar
0.0022058825	0.8390637	50.0	1.5
7.3529413E-4	0.92565686	50.0	2.0
2.4509805E-4	0.96011764	50.0	2.5
0.0	0.9781716	50.0	3.0
0.006127451	0.7029167	60.0	1.5
0.0019607844	0.8566226	60.0	2.0
4.901961E-4	0.9187843	60.0	2.5
2.4509805E-4	0.9536667	60.0	3.0
0.023284314	0.50421566	70.0	1.5
0.004656863	0.73260784	70.0	2.0
0.0022058825	0.83931863	70.0	2.5
7.3529413E-4	0.894951	70.0	3.0
0.07303922	0.2830196	80.0	1.5
0.02377451	0.5347598	80.0	2.0
0.009803922	0.69803923	80.0	2.5
0.005392157	0.7882255	80.0	3.0
0.24877451	0.08652941	90.0	1.5
0.101715684	0.26811764	90.0	2.0
0.057843138	0.45836765	90.0	2.5
0.037254903	0.5924853	90.0	3.0
